main_common_name,Status code,Common Name,genus,species,common_name
,LR/lc,pulai penipu bukit,Alstonia,angustifolia,pulai penipu bukit
,LR/lc,pulai penipu paya,Alstonia,angustifolia,pulai penipu paya
,LR/lc,sulatri,Calophyllum,soulattri,sulatri
,LR/lc,malangmalang,Calophyllum,soulattri,malangmalang
,LR/lc,mantangoh,Calophyllum,soulattri,mantangoh
,LR/lc,bintangor labu,Calophyllum,soulattri,bintangor labu
,LR/lc,bintangor lanchar,Calophyllum,soulattri,bintangor lanchar
,LR/lc,tanghon baiyai,Calophyllum,soulattri,tanghon baiyai
,LR/lc,kapu raca,Calophyllum,soulattri,kapu raca
,LR/lc,nyanyamplungang,Calophyllum,soulattri,nyanyamplungang
,LR/lc,pamitaogen,Calophyllum,soulattri,pamitaogen
,LR/lc,slatri,Calophyllum,soulattri,slatri
,LR/lc,mintak,Calophyllum,soulattri,mintak
,LR/lc,bitanghol-sibat,Calophyllum,soulattri,bitanghol-sibat
,LR/lc,deluwak,Canarium,littorale,deluwak
,LR/lc,mardundung,Canarium,littorale,mardundung
,LR/lc,jelemu nanking,Canarium,littorale,jelemu nanking
,LR/lc,kedondong puteh,Canarium,littorale,kedondong puteh
,LR/lc,damar kahingai,Canarium,littorale,damar kahingai
,LR/lc,kedondong bulan,Canarium,littorale,kedondong bulan
,LR/lc,kedondong,Canarium,littorale,kedondong
,LR/lc,kenari,Canarium,littorale,kenari
,LR/lc,ki kanari,Canarium,littorale,ki kanari
,LR/lc,kedondong gergaji,Canarium,littorale,kedondong gergaji
,LR/lc,kawangan,Canarium,littorale,kawangan
,VU,tetra,Tetraberlinia,tubmaniana,tetra
,VU,sikon,Tetraberlinia,tubmaniana,sikon
,VU,ekop,Tetraberlinia,tubmaniana,ekop
,VU,gola,Tetraberlinia,tubmaniana,gola
zebrawood,VU,zebrawood,Microberlinia,brazzavillensis,zebrawood;zebrawood
zebrawood,VU,,Microberlinia,brazzavillensis,;zebrawood
zebrawood,VU,zingana,Microberlinia,brazzavillensis,zingana;zebrawood
zebrawood,VU,zebrano,Microberlinia,brazzavillensis,zebrano;zebrawood
,LR/nt,,Dialium,bipindense,
,VU,miama,Calpocalyx,heitzii,miama
,LR/nt,bondu,Didelotia,idae,bondu
,LR/nt,broutou,Didelotia,idae,broutou
zambesi redwood,LR/nt,zambesi redwood,Baikiaea,plurijuga,zambesi redwood;zambesi redwood
zambesi redwood,LR/nt,mukushi,Baikiaea,plurijuga,mukushi;zambesi redwood
zambesi redwood,LR/nt,rhodesian-teak,Baikiaea,plurijuga,rhodesian-teak;zambesi redwood
zambesi redwood,LR/nt,umgusi,Baikiaea,plurijuga,umgusi;zambesi redwood
,EN,douka,Tieghemella,africana,douka
,EN,makore,Tieghemella,africana,makore
,EN,ukola,Tieghemella,africana,ukola
bleedwood tree,LR/nt,bleedwood tree,Pterocarpus,angolensis,bleedwood tree;bleedwood tree
bleedwood tree,LR/nt,mtumbati,Pterocarpus,angolensis,mtumbati;bleedwood tree
bleedwood tree,LR/nt,kajat,Pterocarpus,angolensis,kajat;bleedwood tree
bleedwood tree,LR/nt,mutete,Pterocarpus,angolensis,mutete;bleedwood tree
bleedwood tree,LR/nt,muninga,Pterocarpus,angolensis,muninga;bleedwood tree
bleedwood tree,LR/nt,mukwa,Pterocarpus,angolensis,mukwa;bleedwood tree
bleedwood tree,LR/nt,kiaat,Pterocarpus,angolensis,kiaat;bleedwood tree
african teak,EN,ayin,Pericopsis,elata,ayin;african teak
african teak,EN,awawai,Pericopsis,elata,awawai;african teak
african teak,EN,afrormosia,Pericopsis,elata,afrormosia;african teak
african teak,EN,african teak,Pericopsis,elata,african teak;african teak
african teak,EN,assamela,Pericopsis,elata,assamela;african teak
african teak,EN,afromosia,Pericopsis,elata,afromosia;african teak
african teak,EN,kokrodua,Pericopsis,elata,kokrodua;african teak
,VU,tarum,Afzelia,rhomboidea,tarum
,VU,tindalo,Afzelia,rhomboidea,tindalo
,VU,kupang,Afzelia,rhomboidea,kupang
,VU,balayong,Afzelia,rhomboidea,balayong
,VU,tanduk,Afzelia,rhomboidea,tanduk
,VU,,Diospyros,barteri,
,LR/lc,katung fa,Alstonia,macrophylla,katung fa
,LR/lc,champek phnom,Alstonia,macrophylla,champek phnom
,LR/lc,thungfa,Alstonia,macrophylla,thungfa
,LR/lc,pulai daun besar,Alstonia,macrophylla,pulai daun besar
,LR/lc,pulai penipu bukit,Alstonia,macrophylla,pulai penipu bukit
,LR/lc,tung fa,Alstonia,macrophylla,tung fa
,LR/lc,sayongan,Alstonia,macrophylla,sayongan
,LR/lc,teen thian,Alstonia,macrophylla,teen thian
,LR/lc,,Alstonia,macrophylla,
,LR/lc,,Alstonia,macrophylla,
,LR/lc,kra thungfa hai,Alstonia,macrophylla,kra thungfa hai
,LR/lc,batino,Alstonia,macrophylla,batino
,LR/lc,cayacayao,Alstonia,macrophylla,cayacayao
,LR/lc,tampahin,Alstonia,macrophylla,tampahin
,VU,antipolo,Artocarpus,blancoi,antipolo
,VU,tipolo,Artocarpus,blancoi,tipolo
alexandrian laurel,LR/lc,punnai,Calophyllum,inophyllum,punnai;alexandrian laurel
alexandrian laurel,LR/lc,ndilo,Calophyllum,inophyllum,ndilo;alexandrian laurel
alexandrian laurel,LR/lc,foraha,Calophyllum,inophyllum,foraha;alexandrian laurel
alexandrian laurel,LR/lc,dingkaran,Calophyllum,inophyllum,dingkaran;alexandrian laurel
alexandrian laurel,LR/lc,njamplung,Calophyllum,inophyllum,njamplung;alexandrian laurel
alexandrian laurel,LR/lc,bangkalan,Calophyllum,inophyllum,bangkalan;alexandrian laurel
alexandrian laurel,LR/lc,caymun,Calophyllum,inophyllum,caymun;alexandrian laurel
alexandrian laurel,LR/lc,beach calophyllum,Calophyllum,inophyllum,beach calophyllum;alexandrian laurel
alexandrian laurel,LR/lc,borneo mahogany,Calophyllum,inophyllum,borneo mahogany;alexandrian laurel
alexandrian laurel,LR/lc,kra thing,Calophyllum,inophyllum,kra thing;alexandrian laurel
alexandrian laurel,LR/lc,damba,Calophyllum,inophyllum,damba;alexandrian laurel
alexandrian laurel,LR/lc,digo,Calophyllum,inophyllum,digo;alexandrian laurel
alexandrian laurel,LR/lc,alexandrian laurel,Calophyllum,inophyllum,alexandrian laurel;alexandrian laurel
alexandrian laurel,LR/lc,fetau,Calophyllum,inophyllum,fetau;alexandrian laurel
alexandrian laurel,LR/lc,bintangor laut,Calophyllum,inophyllum,bintangor laut;alexandrian laurel
alexandrian laurel,LR/lc,takamaka,Calophyllum,inophyllum,takamaka;alexandrian laurel
alexandrian laurel,LR/lc,segeju,Calophyllum,inophyllum,segeju;alexandrian laurel
alexandrian laurel,LR/lc,ponnyet,Calophyllum,inophyllum,ponnyet;alexandrian laurel
alexandrian laurel,LR/lc,kating,Calophyllum,inophyllum,kating;alexandrian laurel
alexandrian laurel,LR/lc,naowakan,Calophyllum,inophyllum,naowakan;alexandrian laurel
alexandrian laurel,LR/lc,penaga laut,Calophyllum,inophyllum,penaga laut;alexandrian laurel
alexandrian laurel,LR/lc,camplong,Calophyllum,inophyllum,camplong;alexandrian laurel
alexandrian laurel,LR/lc,palo maria,Calophyllum,inophyllum,palo maria;alexandrian laurel
alexandrian laurel,LR/lc,bitaog,Calophyllum,inophyllum,bitaog;alexandrian laurel
alexandrian laurel,LR/lc,saraphee naen,Calophyllum,inophyllum,saraphee naen;alexandrian laurel
alexandrian laurel,LR/lc,poenago,Calophyllum,inophyllum,poenago;alexandrian laurel
,VU,,Cantleya,corniculata,
selasian wood,DD,selasian wood,Cinnamomum,parthenoxylon,selasian wood;selasian wood
selasian wood,DD,re huong,Cinnamomum,parthenoxylon,re huong;selasian wood
selasian wood,DD,saffrol laurel,Cinnamomum,parthenoxylon,saffrol laurel;selasian wood
selasian wood,DD,huang zhang,Cinnamomum,parthenoxylon,huang zhang;selasian wood
selasian wood,DD,martaban camphor wood,Cinnamomum,parthenoxylon,martaban camphor wood;selasian wood
,LR/lc,purnamasada,Cordia,subcordata,purnamasada
,LR/lc,balu,Cordia,subcordata,balu
,LR/lc,kenal laut,Cordia,subcordata,kenal laut
,LR/lc,kanava,Cordia,subcordata,kanava
,LR/lc,geronggang,Cratoxylum,arborescens,geronggang
,LR/lc,lede,Cratoxylum,arborescens,lede
,LR/lc,kayu temau,Cratoxylum,arborescens,kayu temau
,LR/lc,serungan,Cratoxylum,arborescens,serungan
,VU,kekatong,Cynometra,inaequifolia,kekatong
,VU,dila-dila,Cynometra,inaequifolia,dila-dila
,VU,katmon,Dillenia,philippinensis,katmon
indonesian ebony,VU,tomburushu,Diospyros,celebica,tomburushu;indonesian ebony
indonesian ebony,VU,kayu besi,Diospyros,celebica,kayu besi;indonesian ebony
indonesian ebony,VU,indonesian ebony,Diospyros,celebica,indonesian ebony;indonesian ebony
indonesian ebony,VU,belimbing/kayu,Diospyros,celebica,belimbing/kayu;indonesian ebony
indonesian ebony,VU,kayu raja,Diospyros,celebica,kayu raja;indonesian ebony
indonesian ebony,VU,macassar ebony,Diospyros,celebica,macassar ebony;indonesian ebony
indonesian ebony,VU,sulawesi ebony,Diospyros,celebica,sulawesi ebony;indonesian ebony
,LR/lc,arangga,Homalium,foetidum,arangga
,LR/lc,hia,Homalium,foetidum,hia
,LR/lc,glingsem,Homalium,foetidum,glingsem
,LR/cd,manggis,Koompassia,excelsa,manggis
,LR/cd,tualang,Koompassia,excelsa,tualang
,LR/cd,mengaris,Koompassia,excelsa,mengaris
,LR/cd,tenggris,Koompassia,malaccensis,tenggris
,LR/cd,kempas,Koompassia,malaccensis,kempas
,LR/cd,kayu menggeris,Koompassia,malaccensis,kayu menggeris
,LR/cd,impas,Koompassia,malaccensis,impas
,LR/lc,perupok dual,Lophopetalum,javanicum,perupok dual
,LR/lc,sampol,Lophopetalum,javanicum,sampol
,LR/lc,phuamphrao,Lophopetalum,javanicum,phuamphrao
,LR/lc,mata ulat,Lophopetalum,javanicum,mata ulat
,LR/lc,mandalaksa,Lophopetalum,javanicum,mandalaksa
,LR/lc,madang-gambici,Lophopetalum,javanicum,madang-gambici
,LR/lc,tatokwa,Lophopetalum,javanicum,tatokwa
,LR/lc,kachang rimba,Lophopetalum,javanicum,kachang rimba
,LR/lc,abuab,Lophopetalum,javanicum,abuab
,LR/lc,buyun,Lophopetalum,javanicum,buyun
,LR/lc,perupok,Lophopetalum,wightianum,perupok
,LR/lc,nasi-nasi,Lophopetalum,wightianum,nasi-nasi
,LR/lc,samet-thung,Lophopetalum,wightianum,samet-thung
,LR/lc,ba khia,Lophopetalum,wightianum,ba khia
,LR/lc,terupuk talang,Lophopetalum,wightianum,terupuk talang
,LR/lc,medang assam,Lophopetalum,wightianum,medang assam
,LR/lc,keruie,Lophopetalum,wightianum,keruie
,LR/lc,deemee,Lophopetalum,wightianum,deemee
,LR/lc,bau langit,Lophopetalum,wightianum,bau langit
,LR/lc,perupuk unung,Lophopetalum,wightianum,perupuk unung
,LR/lc,jelutong,Dyera,costulata,jelutong
,LR/lc,teen pet daeng,Dyera,costulata,teen pet daeng
,VU,n'koumi,Aucoumea,klaineana,n'koumi
,VU,moukoumi,Aucoumea,klaineana,moukoumi
,VU,gaboon,Aucoumea,klaineana,gaboon
,VU,okoume,Aucoumea,klaineana,okoume
,VU,,Aucoumea,klaineana,
,VU,,Aucoumea,klaineana,
,VU,angouma,Aucoumea,klaineana,angouma
,VU,mtambara,Cephalosphaera,usambarensis,mtambara
,VU,mtambao,Cephalosphaera,usambarensis,mtambao
,VU,mtambaa,Cephalosphaera,usambarensis,mtambaa
,VU,mtambara,Cephalosphaera,usambarensis,mtambara
,EN,akewe,Testulea,gabonensis,akewe
,EN,,Testulea,gabonensis,
,EN,,Testulea,gabonensis,
,EN,izombe,Testulea,gabonensis,izombe
mulanje cedar,CR,mulanje cedar,Widdringtonia,whytei,mulanje cedar;mulanje cedar
mulanje cedar,CR,mulanje cedarwood,Widdringtonia,whytei,mulanje cedarwood;mulanje cedar
mulanje cedar,CR,mkungusa,Widdringtonia,whytei,mkungusa;mulanje cedar
mulanje cedar,CR,mulanje cypress,Widdringtonia,whytei,mulanje cypress;mulanje cedar
african pencil cedar,LC,east african cedar,Juniperus,procera,east african cedar;african pencil cedar
african pencil cedar,LC,mtarakwa,Juniperus,procera,mtarakwa;african pencil cedar
african pencil cedar,LC,african pencil cedar,Juniperus,procera,african pencil cedar;african pencil cedar
african pencil cedar,LC,tedh,Juniperus,procera,tedh;african pencil cedar
african pencil cedar,LC,african juniper,Juniperus,procera,african juniper;african pencil cedar
african pencil cedar,LC,ol tarakwa,Juniperus,procera,ol tarakwa;african pencil cedar
african pencil cedar,LC,mwangati,Juniperus,procera,mwangati;african pencil cedar
african pencil cedar,LC,tarawet,Juniperus,procera,tarawet;african pencil cedar
african pencil cedar,LC,arar,Juniperus,procera,arar;african pencil cedar
,VU,buma,Rhodognaphalon,brevicuspe,buma
,VU,bombax,Rhodognaphalon,brevicuspe,bombax
,VU,onyinakoben,Rhodognaphalon,brevicuspe,onyinakoben
,VU,kondroti,Rhodognaphalon,brevicuspe,kondroti
,VU,alone,Rhodognaphalon,brevicuspe,alone
,EN,wenge,Millettia,laurentii,wenge
,LR/nt,boz pirnal oak,Quercus,aucheri,boz pirnal oak
bermuda olivewood,EN,olivewood,Elaeodendron,laneanum,olivewood;bermuda olivewood
bermuda olivewood,EN,olivebark,Elaeodendron,laneanum,olivebark;bermuda olivewood
bermuda olivewood,EN,bermuda olivewood,Elaeodendron,laneanum,bermuda olivewood;bermuda olivewood
,LR/lc,kedondong,Dacryodes,rostrata,kedondong
,LR/lc,surian uding,Canarium,pilosum,surian uding
,LR/lc,kejam penggeli,Canarium,pilosum,kejam penggeli
,LR/lc,keramoh batu,Canarium,pilosum,keramoh batu
,LR/lc,damar lilin,Canarium,pilosum,damar lilin
,LR/lc,merasam daun alus,Canarium,pilosum,merasam daun alus
,LR/lc,kedondong,Canarium,pilosum,kedondong
,VU,,Liquidambar,orientalis;integriloba,
,LR/lc,,Licania,splendens,
,VU,ainunura,Gonystylus,macrophyllus,ainunura
,VU,lanutan-baguio,Gonystylus,macrophyllus,lanutan-baguio
,VU,anauan,Gonystylus,macrophyllus,anauan
,VU,busilak,Gonystylus,macrophyllus,busilak
,VU,jambu bol hutan,Gonystylus,macrophyllus,jambu bol hutan
,VU,garu campaka,Gonystylus,macrophyllus,garu campaka
,VU,garu kapas,Gonystylus,macrophyllus,garu kapas
,VU,nunura,Gonystylus,macrophyllus,nunura
,VU,kelembak,Gonystylus,macrophyllus,kelembak
,VU,pinang bai,Gonystylus,macrophyllus,pinang bai
,LR/lc,pauh kijang,Irvingia,malayana,pauh kijang
,LR/lc,ko nia,Irvingia,malayana,ko nia
,LR/lc,kayu bulu,Irvingia,malayana,kayu bulu
,LR/lc,kayu batu,Irvingia,malayana,kayu batu
,LR/lc,kra bok,Irvingia,malayana,kra bok
,LR/lc,penarahan,Myristica,maxima,penarahan
,VU,magabuyo,Celtis,luzonica,magabuyo
,LR/lc,teenpet phru,Alstonia,pneumatophora,teenpet phru
,LR/lc,basung,Alstonia,pneumatophora,basung
,LR/lc,pulai basong,Alstonia,pneumatophora,pulai basong
,LR/lc,ton yuan,Alstonia,pneumatophora,ton yuan
,LR/lc,pulai puteh,Alstonia,pneumatophora,pulai puteh
,LR/lc,merbatu,Parinari,costata,merbatu
,LR/lc,damar itam,Canarium,asperum,damar itam
,LR/lc,kanari,Canarium,asperum,kanari
,LR/lc,damar jahat,Canarium,asperum,damar jahat
,LR/lc,damar babi,Canarium,asperum,damar babi
,LR/lc,pau pau,Canarium,asperum,pau pau
,LR/lc,sulusalungan,Canarium,asperum,sulusalungan
,LR/lc,anteng,Canarium,asperum,anteng
,LR/lc,kessi,Canarium,asperum,kessi
,LR/lc,kayu leber,Canarium,asperum,kayu leber
,LR/lc,kenari,Canarium,asperum,kenari
,LR/lc,pagsahingin bulog,Canarium,asperum,pagsahingin bulog
,LR/lc,pagsahingin,Canarium,asperum,pagsahingin
,VU,betis,Madhuca,betis,betis
,VU,puntik,Madhuca,betis,puntik
,VU,banitis,Madhuca,betis,banitis
,VU,manilag,Madhuca,betis,manilag
,VU,lotoo tulu,Madhuca,betis,lotoo tulu
,VU,sulewe,Madhuca,betis,sulewe
,LR/lc,penarahan,Myristica,elliptica,penarahan
,LR/lc,pala hutan,Myristica,iners,pala hutan
,LR/lc,penarahan,Myristica,iners,penarahan
,DD,petaling,Ochanostachys,amentacea,petaling
,LR/lc,tinamp,Octomeles,sumatrana,tinamp
,LR/lc,binuang bini,Octomeles,sumatrana,binuang bini
,LR/lc,benoa,Octomeles,sumatrana,benoa
,LR/lc,kayu benuang kunit,Octomeles,sumatrana,kayu benuang kunit
burmese rosewood,VU,burmese rosewood,Pterocarpus,indicus,burmese rosewood;burmese rosewood
burmese rosewood,VU,narra,Pterocarpus,indicus,narra;burmese rosewood
burmese rosewood,VU,santal rouge,Pterocarpus,indicus,santal rouge;burmese rosewood
burmese rosewood,VU,red sandalwood,Pterocarpus,indicus,red sandalwood;burmese rosewood
burmese rosewood,VU,angsana,Pterocarpus,indicus,angsana;burmese rosewood
burmese rosewood,VU,amboyna wood,Pterocarpus,indicus,amboyna wood;burmese rosewood
burmese rosewood,VU,sonokembang,Pterocarpus,indicus,sonokembang;burmese rosewood
burmese rosewood,VU,pradu,Pterocarpus,indicus,pradu;burmese rosewood
burmese rosewood,VU,lingua,Pterocarpus,indicus,lingua;burmese rosewood
burmese rosewood,VU,sena,Pterocarpus,indicus,sena;burmese rosewood
burmese rosewood,VU,anawim,Pterocarpus,indicus,anawim;burmese rosewood
burmese rosewood,VU,padauk,Pterocarpus,indicus,padauk;burmese rosewood
,LR/lc,go mat,Sindora,siamensis,go mat
,LR/lc,,Sindora,siamensis,
,LR/lc,sepetir mempelas,Sindora,siamensis,sepetir mempelas
,LR/lc,thai you nan,Sindora,siamensis,thai you nan
,LR/lc,makha-yum,Sindora,siamensis,makha-yum
,LR/lc,makha-tae,Sindora,siamensis,makha-tae
,LR/lc,,Sindora,siamensis,
,LR/lc,gu mat,Sindora,siamensis,gu mat
,LR/lc,makha-nam,Sindora,siamensis,makha-nam
,VU,jelutong,Dyera,polyphylla,jelutong
,DD,pelajau,Pentaspadon,motleyi,pelajau
,VU,anubing,Artocarpus,rubrovenus,anubing
,VU,kalulot,Artocarpus,rubrovenus,kalulot
,VU,anabling,Artocarpus,rubrovenus,anabling
,VU,pakak,Artocarpus,treculianus,pakak
,VU,tugup,Artocarpus,treculianus,tugup
,VU,togop,Artocarpus,treculianus,togop
burmese rosewood,EN,burmese rosewood,Dalbergia,bariensis,burmese rosewood;burmese rosewood
burmese rosewood,EN,cam lai,Dalbergia,bariensis,cam lai;burmese rosewood
burma blackwood,EN,burma blackwood,Dalbergia,cultrata,burma blackwood;burma blackwood
burma blackwood,EN,yindaik,Dalbergia,cultrata,yindaik;burma blackwood
,VU,,Dillenia,fischeri,
,VU,,Dillenia,megalantha,
,VU,katmon-kalabaw,Dillenia,reifferscheidtia,katmon-kalabaw
,EN,chan phu,Hopea,recopei,chan phu
,EN,chramas tranh,Hopea,recopei,chramas tranh
,EN,khaen fai,Hopea,recopei,khaen fai
,EN,cho chai,Hopea,recopei,cho chai
malva nut,LR/lc,malva nut,Scaphium,macropodum,malva nut;malva nut
malva nut,LR/lc,merpayang,Scaphium,macropodum,merpayang;malva nut
malva nut,LR/lc,phungthalai,Scaphium,macropodum,phungthalai;malva nut
malva nut,LR/lc,samrong,Scaphium,macropodum,samrong;malva nut
malva nut,LR/lc,chorng ban,Scaphium,macropodum,chorng ban;malva nut
malva nut,LR/lc,berempayang,Scaphium,macropodum,berempayang;malva nut
malva nut,LR/lc,luoi uoi,Scaphium,macropodum,luoi uoi;malva nut
malva nut,LR/lc,kembang semangkok jatong,Scaphium,macropodum,kembang semangkok jatong;malva nut
malva nut,LR/lc,kepayang,Scaphium,macropodum,kepayang;malva nut
malva nut,LR/lc,samrong,Scaphium,macropodum,samrong;malva nut
malva nut,LR/lc,kembang semangkok batu,Scaphium,macropodum,kembang semangkok batu;malva nut
,LR/lc,kedondong,Scutinanthe,brunnea,kedondong
,VU,nito-nitong puti,Sindora,inermis,nito-nitong puti
,VU,kayu galu,Sindora,inermis,kayu galu
,VU,sepetir,Sindora,inermis,sepetir
,VU,sinsud,Sindora,inermis,sinsud
,VU,samparantu,Sindora,javanica,samparantu
,VU,uku aka,Sindora,javanica,uku aka
east indian satinwood,VU,east indian satinwood,Chloroxylon,swietenia,east indian satinwood;east indian satinwood
east indian mahogany,DD,vermillion,Pterocarpus,dalbergioides,vermillion;east indian mahogany
east indian mahogany,DD,andaman padauk,Pterocarpus,dalbergioides,andaman padauk;east indian mahogany
east indian mahogany,DD,andaman redwood,Pterocarpus,dalbergioides,andaman redwood;east indian mahogany
east indian mahogany,DD,narra,Pterocarpus,dalbergioides,narra;east indian mahogany
east indian mahogany,DD,east indian mahogany,Pterocarpus,dalbergioides,east indian mahogany;east indian mahogany
,VU,malaipil,Intsia,acuminata,malaipil
,VU,merbau,Intsia,acuminata,merbau
,VU,pianga,Madhuca,obovatifolia,pianga
,LC,rambutan,Nephelium,lappaceum,rambutan
,LC,bulung uso,Nephelium,lappaceum,bulung uso
,LC,rambut,Nephelium,lappaceum,rambut
red nato,VU,dolitan,Palaquium,luzoniense,dolitan;red nato
red nato,VU,nyatoh,Palaquium,luzoniense,nyatoh;red nato
red nato,VU,red nato,Palaquium,luzoniense,red nato;red nato
red nato,VU,gasatan,Palaquium,luzoniense,gasatan;red nato
,VU,,Palaquium,mindanaense,
,VU,balakat-gubat,Sapium,luzonicum,balakat-gubat
,VU,sakat,Terminalia,nitens,sakat
,VU,,Shorea,thorelii,
yellow meranti,EN,yellow meranti,Shorea,faguetiana,yellow meranti;yellow meranti
yellow meranti,EN,ka lo,Shorea,faguetiana,ka lo;yellow meranti
yellow meranti,EN,damar siput,Shorea,faguetiana,damar siput;yellow meranti
white meranti,EN,khian,Shorea,henryana,khian;white meranti
white meranti,EN,meranti jerit,Shorea,henryana,meranti jerit;white meranti
white meranti,EN,khian sai,Shorea,henryana,khian sai;white meranti
white meranti,EN,sen nghe,Shorea,henryana,sen nghe;white meranti
white meranti,EN,white meranti,Shorea,henryana,white meranti;white meranti
,DD,merdjang,Sindora,beccariana,merdjang
,DD,sepetir,Sindora,beccariana,sepetir
,DD,tampur hantoe,Sindora,beccariana,tampur hantoe
,DD,anggi,Sindora,beccariana,anggi
,DD,sasundur,Sindora,beccariana,sasundur
,LR/lc,penarahan,Myristica,cinnamomea,penarahan
,LR/nt,penarahan,Myristica,lowiana,penarahan
carano,EN,carano,Dacryodes,colombiana,carano;carano
white nato,VU,villamil nato,Pouteria,villamilii,villamil nato;white nato
white nato,VU,white nato,Pouteria,villamilii,white nato;white nato
white nato,VU,dolitan,Pouteria,villamilii,dolitan;white nato
,VU,bataan tagatoi,Palaquium,bataanense,bataan tagatoi
