sc_name,genus,species,family,common_names,regions,cites_flag,iucn_flag,wwf_high_risk_flag
Nepenthes copelandii,Nepenthes,copelandii,,,PHL,1,0,0
Nepenthes danseri,Nepenthes,danseri,,,IDN,1,1,0
Nepenthes deaniana,Nepenthes,deaniana,,,PHL,1,1,0
Nepenthes densiflora,Nepenthes,densiflora,,,IDN,1,1,0
Nepenthes diatas,Nepenthes,diatas,,,IDN,1,1,0
Nepenthes distillatoria,Nepenthes,distillatoria,,,LKA,1,1,0
Nepenthes dubia,Nepenthes,dubia,,,IDN,1,1,0
Nepenthes edwardsiana,Nepenthes,edwardsiana,,,MYS,1,1,0
Nepenthes ephippiata,Nepenthes,ephippiata,,,MYS;IDN,1,1,0
Nepenthes eustachya,Nepenthes,eustachya,,,IDN,1,0,0
Nepenthes eymae,Nepenthes,eymae,,,IDN,1,1,0
Nepenthes faizaliana,Nepenthes,faizaliana,,,MYS,1,1,0
Nepenthes fallax,Nepenthes,fallax,,,,0,1,0
Nepenthes flava,Nepenthes,flava,,,,1,0,0
Nepenthes fusca,Nepenthes,fusca,,,MYS;BRN;IDN,1,1,0
Nepenthes gantungensis,Nepenthes,gantungensis,,,,0,1,0
Nepenthes glabrata,Nepenthes,glabrata,,,IDN,1,1,0
Nepenthes globamphora,Nepenthes,globamphora,,,PHL,1,0,0
Nepenthes gracilis,Nepenthes,gracilis,,,THA;IDN;SGP;BRN;MYS,1,0,0
Nepenthes gracillima,Nepenthes,gracillima,,,MYS,1,1,0
Nepenthes gymnamphora,Nepenthes,gymnamphora,,,IDN,1,0,0
Nepenthes hamata,Nepenthes,hamata,,,IDN,1,1,0
Nepenthes harryana,Nepenthes,harryana,,,MYS,1,0,0
Nepenthes hirsuta,Nepenthes,hirsuta,,,MYS;BRN;IDN,1,1,0
Nepenthes hispida,Nepenthes,hispida,,,MYS;BRN,1,1,0
Nepenthes hookeriana,Nepenthes,hookeriana,,,MYS;SGP;BRN;IDN,1,0,0
Nepenthes inermis,Nepenthes,inermis,,,IDN,1,1,0
Nepenthes insignis,Nepenthes,insignis,,,IDN,1,1,0
Nepenthes jacquelineae,Nepenthes,jacquelineae,,,IDN,1,0,0
Nepenthes jamban,Nepenthes,jamban,,,,1,0,0
Nepenthes junghuhnii,Nepenthes,junghuhnii,,,IDN,1,0,0
Nepenthes kerrii,Nepenthes,kerrii,,,,1,0,0
Nepenthes khasiana,Nepenthes,khasiana,,,IND,1,1,0
Nepenthes kinabaluensis,Nepenthes,kinabaluensis,,,MYS,1,0,0
Nepenthes klossii,Nepenthes,klossii,,,IDN,1,1,0
Nepenthes lamii,Nepenthes,lamii,,,IDN,1,0,0
Nepenthes lavicola,Nepenthes,lavicola,,,IDN,1,1,0
Nepenthes leonardoi,Nepenthes,leonardoi,,,,0,0,0
Nepenthes lindleyana,Nepenthes,lindleyana,,,MYS,1,0,0
Nepenthes longifolia,Nepenthes,longifolia,,,IDN,1,0,0
Nepenthes lowii,Nepenthes,lowii,,,MYS;BRN,1,1,0
Nepenthes macfarlanei,Nepenthes,macfarlanei,,,MYS,1,1,0
Nepenthes macrophylla,Nepenthes,macrophylla,,,MYS,1,1,0
Nepenthes macrovulgaris,Nepenthes,macrovulgaris,,,MYS,1,1,0
Nepenthes madagascariensis,Nepenthes,madagascariensis,,,MDG,1,1,0
Nepenthes mantalingajanensis,Nepenthes,mantalingajanensis,,,,0,0,0
Nepenthes mapuluensis,Nepenthes,mapuluensis,,,IDN,1,0,0
Nepenthes masaolensis,Nepenthes,masaolensis,,,MDG,1,0,0
Nepenthes masoalensis,Nepenthes,masoalensis,,,,0,1,0
Nepenthes maxima,Nepenthes,maxima,,,PNG;MYS;IDN,1,0,0
Nepenthes merrilliana,Nepenthes,merrilliana,,,PHL;IDN,1,1,0
Nepenthes mikei,Nepenthes,mikei,,,IDN,1,1,0
Nepenthes mindanaoensis,Nepenthes,mindanaoensis,,,PHL,1,0,0
Nepenthes mira,Nepenthes,mira,,,PHL,1,1,0
Nepenthes mirabilis,Nepenthes,mirabilis,,,AUS;CHN;THA;IDN;HKG;LAO;SLB;KHM;PNG;BRN;PHL;VNM;MYS;PLW,1,0,0
Nepenthes mollis,Nepenthes,mollis,,,IDN,1,1,0
Nepenthes monticola,Nepenthes,monticola,,,,0,0,0
Nepenthes muluensis,Nepenthes,muluensis,,,MYS,1,1,0
Nepenthes murudensis,Nepenthes,murudensis,,,MYS,1,1,0
Nepenthes naga,Nepenthes,naga,,,,0,1,0
Nepenthes neglecta,Nepenthes,neglecta,,,MYS,1,0,0
Nepenthes neoguineensis,Nepenthes,neoguineensis,,,PNG;IDN,1,0,0
Nepenthes nigra,Nepenthes,nigra,,,,0,0,0
Nepenthes northiana,Nepenthes,northiana,,,MYS,1,1,0
Nepenthes ovata,Nepenthes,ovata,,,IDN,1,1,0
Nepenthes palawanensis,Nepenthes,palawanensis,,,,0,1,0
Nepenthes paniculata,Nepenthes,paniculata,,,IDN,1,1,0
Nepenthes papuana,Nepenthes,papuana,,,IDN,1,0,0
Nepenthes pectinata,Nepenthes,pectinata,,,IDN,1,0,0
Nepenthes pervillei,Nepenthes,pervillei,,,SYC,1,1,0
Nepenthes petiolata,Nepenthes,petiolata,,,PHL,1,0,0
Nepenthes philippinensis,Nepenthes,philippinensis,,,PHL,1,0,0
Nepenthes pilosa,Nepenthes,pilosa,,,MYS;IDN,1,1,0
Nepenthes pitopangii,Nepenthes,pitopangii,,,,0,1,0
Nepenthes pyriformis,Nepenthes,pyriformis,,,IDN,1,0,0
Nepenthes rafflesiana,Nepenthes,rafflesiana,,,MYS;SGP;BRN;IDN,1,0,0
Nepenthes rajah,Nepenthes,rajah,,,MYS,1,1,0
Nepenthes ramispina,Nepenthes,ramispina,,,MYS,1,1,0
Nepenthes reinwardtiana,Nepenthes,reinwardtiana,,,MYS;SGP;BRN;IDN,1,0,0
Nepenthes rhombicaulis,Nepenthes,rhombicaulis,,,IDN,1,1,0
Nepenthes rigidifolia,Nepenthes,rigidifolia,,,,0,1,0
Nepenthes rowaniae,Nepenthes,rowaniae,,,,0,0,0
Nepenthes sanguinea,Nepenthes,sanguinea,,,MYS;THA;IDN,1,1,0
Nepenthes sarawakiensis,Nepenthes,sarawakiensis,,,MYS,1,0,0
Nepenthes sibuyanensis,Nepenthes,sibuyanensis,,,PHL,1,1,0
Nepenthes singalana,Nepenthes,singalana,,,IDN,1,1,0
Nepenthes spathulata,Nepenthes,spathulata,,,IDN,1,1,0
Nepenthes spectabilis,Nepenthes,spectabilis,,,IDN,1,1,0
Nepenthes stenophylla,Nepenthes,stenophylla,,,MYS;BRN;IDN,1,0,0
Nepenthes sumatrana,Nepenthes,sumatrana,,,IDN,1,1,0
Nepenthes suratensis,Nepenthes,suratensis,,,,0,1,0
Nepenthes talangensis,Nepenthes,talangensis,,,IDN,1,1,0
Nepenthes tenax,Nepenthes,tenax,,,,0,0,0
Nepenthes tentaculata,Nepenthes,tentaculata,,,MYS;BRN;IDN,1,0,0
Nepenthes tenuis,Nepenthes,tenuis,,,IDN,1,1,0
Nepenthes thai,Nepenthes,thai,,,,1,0,0
Nepenthes thorelii,Nepenthes,thorelii,,,THA,1,1,0
Nepenthes tobaica,Nepenthes,tobaica,,,IDN,1,0,0
Nepenthes tomoriana,Nepenthes,tomoriana,,,IDN,1,1,0
Nepenthes treubiana,Nepenthes,treubiana,,,IDN,1,0,0
Nepenthes trichocarpa,Nepenthes,trichocarpa,,,MYS;SGP;IDN,1,0,0
Nepenthes truncata,Nepenthes,truncata,,,PHL,1,1,0
Nepenthes trusmadiensis,Nepenthes,trusmadiensis,,,MYS,1,0,0
Nepenthes veitchii,Nepenthes,veitchii,,,MYS;BRN;IDN,1,0,0
Nepenthes ventricosa,Nepenthes,ventricosa,,,PHL,1,0,0
Nepenthes vieillardii,Nepenthes,vieillardii,,,NCL;IDN,1,0,0
Nepenthes villosa,Nepenthes,villosa,,,MYS,1,1,0
Nepeta alaghezi,Nepeta,alaghezi,,alaghezian catmint,,0,1,0
Nephelaphyllum cristatum,Nephelaphyllum,cristatum,,,HKG,1,0,0
Nephelaphyllum flabellatum,Nephelaphyllum,flabellatum,,,MYS;IDN,1,0,0
Nephelaphyllum pulchrum,Nephelaphyllum,pulchrum,,,MYS;SGP;THA;IDN,1,0,0
Nephelaphyllum tenuiflorum,Nephelaphyllum,tenuiflorum,,,MYS;THA;IDN,1,0,0
Nephelaphyllum trapoides,Nephelaphyllum,trapoides,,,MYS;IDN,1,0,0
Nephelium costatum,Nephelium,costatum,Sapindaceae,,,0,1,0
Nephelium hamulatum,Nephelium,hamulatum,Sapindaceae,,,0,1,0
Nephelium lappaceum,Nephelium,lappaceum,Sapindaceae,rambutan;bulung uso;rambut,,0,1,0
Nephrangis filiformis,Nephrangis,filiformis,,,,1,0,0
Nephrosperma van-houtteanum,Nephrosperma,van-houtteanum,,lantanyen milpat,,0,0,0
Nephthytis poissonii,Nephthytis,poissonii,,,,0,0,0
Neptunia oleracea,Neptunia,oleracea,,water mimosa,,0,0,0
Neptunia plena,Neptunia,plena,,water dead-and-awake;dead and awake,,0,1,0
Neraudia angulata,Neraudia,angulata,,,,0,1,0
Neraudia dentata,Neraudia,dentata,,,,0,1,0
Neraudia kauaiensis,Neraudia,kauaiensis,,,,0,1,0
Neraudia melastomifolia,Neraudia,melastomifolia,,ma'oloa;oloa;ma'aloa,,0,1,0
Neraudia ovata,Neraudia,ovata,,big island ma'oloa;oloa;ma'aloa;ma'oloa,,0,1,0
Neraudia sericea,Neraudia,sericea,,,,0,1,0
Neriacanthus harlingii,Neriacanthus,harlingii,,,,0,1,0
Nerium oleander,Nerium,oleander,,haban;oleander;defla,,0,1,0
Nervilia aragoana,Nervilia,aragoana,,,IND;IDN;THA;PHL;GUM;ASM;VNM;MYS,1,0,0
Nervilia beumeei,Nervilia,beumeei,,,IDN,1,0,0
Nervilia biflora,Nervilia,biflora,,,IND,1,0,0
Nervilia bollei,Nervilia,bollei,,,CPV,1,0,0
Nervilia borneensis,Nervilia,borneensis,,,IDN,1,0,0
Nervilia campestris,Nervilia,campestris,,,IDN,1,0,0
Nervilia concolor,Nervilia,concolor,,,IDN,1,0,0
Nervilia crispata,Nervilia,crispata,,,PNG;IND;IDN,1,0,0
Nervilia crociformis,Nervilia,crociformis,,,AUS;IDN;ZAF;PNG;OMN;MYS,1,0,0
Nervilia cumberlegii,Nervilia,cumberlegii,,,,1,0,0
Nervilia gammiena,Nervilia,gammiena,,,IND,1,0,0
Nervilia infundibulifolia,Nervilia,infundibulifolia,,,MYS;IND;IDN;THA,1,0,0
Nervilia jacksoniae,Nervilia,jacksoniae,,,MNP;GUM,1,0,0
Nervilia juliana,Nervilia,juliana,,,LKA;MMR;IND,1,0,0
Nervilia macroglossa,Nervilia,macroglossa,,,IND,1,0,0
Nervilia nipponica,Nervilia,nipponica,,,JPN,1,0,0
Nervilia pachystomoides,Nervilia,pachystomoides,,,AUS,1,0,0
Nervilia plicata,Nervilia,plicata,,,IDN,1,0,0
Nervilia prainiana,Nervilia,prainiana,,,IND,1,0,0
Nervilia punctata,Nervilia,punctata,,,IND;IDN;THA;SGP;MYS,1,0,0
Nervilia renschiana,Nervilia,renschiana,,,ZAF,1,0,0
Nervilia scottii,Nervilia,scottii,,,BGD;MMR;IND,1,0,0
Nervilia toilliezae,Nervilia,toilliezae,,,CIV,1,0,0
Nervilia winckelii,Nervilia,winckelii,,,IDN,1,0,0
Nesaea aurita,Nesaea,aurita,,,,0,1,0
Nesaea brevipes,Nesaea,brevipes,,,,0,0,0
Nesaea linearis,Nesaea,linearis,,,,0,1,0
Nesaea longifolia,Nesaea,longifolia,,,,0,1,0
Nesaea maxima,Nesaea,maxima,,,,0,1,0
Nesaea parkeri,Nesaea,parkeri,,,,0,1,0
Nesaea pedicellata,Nesaea,pedicellata,,,,0,1,0
Nesaea petrensis,Nesaea,petrensis,,,,0,1,0
Nesaea prostrata,Nesaea,prostrata,,,,0,0,0
Nesaea stuhlmannii,Nesaea,stuhlmannii,,,,0,1,0
Nesaea triflora,Nesaea,triflora,,,,0,1,0
Nesiota elliptica,Nesiota,elliptica,,st helena olive,,0,1,0
Nesocrambe socotrana,Nesocrambe,socotrana,,,,0,1,0
Nesogordonia bernieri,Nesogordonia,bernieri,Malvaceae,kotibé,NGA;CMR;CIV;AGO;COD;GBR;GHA;CAF;GAB,0,1,0
Nesogordonia kabingaensis,Nesogordonia,kabingaensis,Malvaceae,kotibé,NGA;CMR;CIV;AGO;COD;GBR;GHA;CAF;GAB,0,0,0
Nesogordonia monantha,Nesogordonia,monantha,Malvaceae,kotibé,NGA;CMR;CIV;AGO;COD;GBR;GHA;CAF;GAB,0,1,0
Nesogordonia pachyneura,Nesogordonia,pachyneura,Malvaceae,kotibé,NGA;CMR;CIV;AGO;COD;GBR;GHA;CAF;GAB,0,1,0
Nesogordonia papaverifera,Nesogordonia,papaverifera,Malvaceae,kotibé,NGA;CMR;CIV;AGO;COD;GBR;GHA;CAF;GAB,0,1,0
Nesogordonia spp.,Nesogordonia,spp.,Malvaceae,kotibé,NGA;CMR;CIV;AGO;COD;GBR;GHA;CAF;GAB,0,0,0
Nesogordonia thouarsii,Nesogordonia,thouarsii,Malvaceae,sadoka;lambafo;fanondamba;fanondambo,,0,1,0
Nesohedyotis arborea,Nesohedyotis,arborea,,st helena dogwood;dogwood,,0,1,0
Nesoluma nadeaudii,Nesoluma,nadeaudii,,,,0,1,0
Nesoluma polynesicum,Nesoluma,polynesicum,,island nesoluma,,0,1,0
Nesoluma st.-johnianum,Nesoluma,st.-johnianum,,,,0,1,0
Neuburgia alata,Neuburgia,alata,,mbo,,0,1,0
Neuburgia collina,Neuburgia,collina,,mbonuwambu;kau toi;theketheke;tava;mbonu wambu,,0,1,0
Neuburgia macrocarpa,Neuburgia,macrocarpa,,mboloa;boloa,,0,1,0
Neuburgia macroloba,Neuburgia,macroloba,,vathea,,0,1,0
Neuburgia tubiflora,Neuburgia,tubiflora,,,,0,1,0
Neuracanthus aculeatus,Neuracanthus,aculeatus,,,,0,1,0
Neuracanthus keniensis,Neuracanthus,keniensis,,,,0,0,0
Neuracanthus tephrophyllus,Neuracanthus,tephrophyllus,,,,0,1,0
Neuracanthus ukambensis,Neuracanthus,ukambensis,,,,0,1,0
Neurachne minor,Neurachne,minor,,,,0,0,0
Neurolepis asymmetrica,Neurolepis,asymmetrica,,,,0,1,0
Neurolepis elata,Neurolepis,elata,,,,0,1,0
Neurolepis laegaardii,Neurolepis,laegaardii,,,,0,1,0
Neurolepis nana,Neurolepis,nana,,,,0,1,0
Neurolepis rigida,Neurolepis,rigida,,,,0,1,0
Neurolepis villosa,Neurolepis,villosa,,,,0,1,0
Neurolepis virgata,Neurolepis,virgata,,,,0,1,0
Neuwiedia annamensis,Neuwiedia,annamensis,,,VNM,1,0,0
Neuwiedia balansae,Neuwiedia,balansae,,,VNM,1,0,0
Neuwiedia borneensis,Neuwiedia,borneensis,,,MYS,1,0,0
Neuwiedia elongata,Neuwiedia,elongata,,,IDN,1,0,0
Neuwiedia griffithii,Neuwiedia,griffithii,,,SGP,1,0,0
Neuwiedia inae,Neuwiedia,inae,,,IDN,1,0,0
Neuwiedia javanica,Neuwiedia,javanica,,,IDN,1,0,0
Neuwiedia zollingeri,Neuwiedia,zollingeri,,,IDN,1,0,0
Newmania orthostachys,Newmania,orthostachys,,,,0,1,0
Newmania serpens,Newmania,serpens,,,,0,1,0
Nicoraepoa subenervis,Nicoraepoa,subenervis,,,,0,0,0
Nicotiana africana,Nicotiana,africana,,,,0,0,0
Nidema boothii,Nidema,boothii,,,GTM;BLZ;CRI;MEX;PAN,1,0,0
Nidema ottonis,Nidema,ottonis,,,BRA;ECU;BHS;CRI;CUB;PER;PRI;TTO;GUY;DMA;JAM;HND;COL;VEN;PAN,1,0,0
Nidorella burundiensis,Nidorella,burundiensis,,,,0,1,0
Nidorella nordenstamii,Nidorella,nordenstamii,,,,0,0,0
Nierembergia espinosae,Nierembergia,espinosae,,,,0,1,0
Nigritella nigra,Nigritella,nigra,,,AUT;GRC;DEU;ALB;BGR;ITA;FRA;ESP;BIH;CHE;ROU;SWE;NOR,1,0,0
Nigritella rubra,Nigritella,rubra,,,LIE;CHE,1,0,0
Nilgirianthus ciliatus,Nilgirianthus,ciliatus,,,,0,1,0
Niphogeton sprucei,Niphogeton,sprucei,,,,0,1,0
Nirarathamnos asarifolius,Nirarathamnos,asarifolius,,,,0,1,0
Nitella annamalaiensis,Nitella,annamalaiensis,,,,0,1,0
Nitella flexilis,Nitella,flexilis,,stonewort,,0,0,0
Nitella mucronata,Nitella,mucronata,,compact stonewort,,0,0,0
Nitella myriotricha,Nitella,myriotricha,,,,0,0,0
Nitella oligospira,Nitella,oligospira,,,,0,0,0
Nitella pseudoflabellata,Nitella,pseudoflabellata,,,,0,0,0
Nitella tenuissima,Nitella,tenuissima,,compact stonewort,,0,0,0
Nitella terrestris,Nitella,terrestris,,,,0,0,0
Nitidobulbon nasutum,Nitidobulbon,nasutum,,,,1,0,0
Nitophyllum divaricatum,Nitophyllum,divaricatum,,,,0,1,0
Nitraria schoberi,Nitraria,schoberi,,,,0,0,0
Noccaea sintenisii,Noccaea,sintenisii,,sintensis' penny-cress,,0,1,0
Nodonema lineatum,Nodonema,lineatum,,,,0,1,0
Nolina interrata,Nolina,interrata,,,MEX;USA,1,0,0
Nonea daghestanica,Nonea,daghestanica,,dagestanian nonea;noneya dagestanskaya,,0,1,0
Nonea karsensis,Nonea,karsensis,,karsian nonea,,0,1,0
Nopalea auberi,Nopalea,auberi,,,,0,0,0
Nopalea cochenillifera,Nopalea,cochenillifera,,,,0,1,0
Nopalea dejecta,Nopalea,dejecta,,nopal chamacuero;spiny nopal,,0,1,0
Nopalea inaperta,Nopalea,inaperta,,,,0,0,0
Nopalea lutea,Nopalea,lutea,,,,0,1,0
Normanbya normanbyi,Normanbya,normanbyi,,black palm,,0,1,0
Northia hornei,Northia,hornei,,,,0,1,0
Nostolachma crassifolia,Nostolachma,crassifolia,,,,0,1,0
Nothaphoebe condensa,Nothaphoebe,condensa,Lauraceae,,,0,1,0
Nothaphoebe elata,Nothaphoebe,elata,Lauraceae,,,0,0,0
Nothaphoebe javanica,Nothaphoebe,javanica,Lauraceae,,,0,1,0
Nothaphoebe kingiana,Nothaphoebe,kingiana,Lauraceae,,,0,0,0
Nothaphoebe pahangensis,Nothaphoebe,pahangensis,Lauraceae,,,0,1,0
Nothaphoebe panduriformis,Nothaphoebe,panduriformis,Lauraceae,,,0,0,0
Nothaphoebe spathulata,Nothaphoebe,spathulata,Lauraceae,,,0,0,0
Nothaphoebe umbelliflora,Nothaphoebe,umbelliflora,Lauraceae,,,0,0,0
Nothocestrum breviflorum,Nothocestrum,breviflorum,,small-flowered nothocestrum,,0,1,0
Nothocestrum latifolium,Nothocestrum,latifolium,,aiea,,0,1,0
Nothocestrum longifolium,Nothocestrum,longifolium,,long-leaved nothocestrum,,0,0,0
Nothocestrum peltatum,Nothocestrum,peltatum,,halena;aiea,,0,1,0
Nothofagus alessandrii,Nothofagus,alessandrii,Nothofagaceae,ruil,,0,1,0
Nothofagus alpina,Nothofagus,alpina,Nothofagaceae,raulí,,0,0,0
Nothofagus baumanniae,Nothofagus,baumanniae,Nothofagaceae,,,0,1,0
Nothofagus cunninghamii,Nothofagus,cunninghamii,Nothofagaceae,,,0,0,0
Nothofagus discoidea,Nothofagus,discoidea,Nothofagaceae,,,0,1,0
Nothofagus dombeyi,Nothofagus,dombeyi,Nothofagaceae,coigue;coihue,,0,1,0
Nothofagus glauca,Nothofagus,glauca,Nothofagaceae,roble colorado;roble maulino;hualo;roble blanco,,0,1,0
Nothofagus menziesii,Nothofagus,menziesii,Nothofagaceae,silver beech,,0,0,0
Nothofagus nuda,Nothofagus,nuda,Nothofagaceae,,,0,1,0
Nothofagus obliqua,Nothofagus,obliqua,Nothofagaceae,roblé,,0,0,0
Nothofagus pumilio,Nothofagus,pumilio,Nothofagaceae,lenga beech,,0,0,0
Nothofagus stylosa,Nothofagus,stylosa,Nothofagaceae,,,0,1,0
Nothofagus womersleyi,Nothofagus,womersleyi,Nothofagaceae,,,0,1,0
Notholithocarpus densiflorus,Notholithocarpus,densiflorus,Fagaceae,,,0,0,0
Nothopegia aureo-fulva,Nothopegia,aureo-fulva,,,,0,1,0
Nothopegia beddomei,Nothopegia,beddomei,,,,0,1,0
Nothopegia castanaefolia,Nothopegia,castanaefolia,,,,0,1,0
Nothopegia heyneana,Nothopegia,heyneana,,,,0,0,0
Nothopegia wynaadica,Nothopegia,wynaadica,,,,0,1,0
Nothospondias staudtii,Nothospondias,staudtii,,,,0,1,0
Nothostele acianthiformis,Nothostele,acianthiformis,,,,1,0,0
Nothotsuga longibracteata,Nothotsuga,longibracteata,,changbao tieshan;bristlecone hemlock,,0,1,0
Notonia shevaroyensis,Notonia,shevaroyensis,,,,0,1,0
Notospartium carmichaeliae,Notospartium,carmichaeliae,,pink broom,,0,0,0
Notospartium glabrescens,Notospartium,glabrescens,,pink broom,,0,0,0
Notospartium torulosum,Notospartium,torulosum,,canterbury pink broom,,0,0,0
Nototriche ecuadoriensis,Nototriche,ecuadoriensis,,,,0,1,0
Nototriche jamesonii,Nototriche,jamesonii,,,,0,0,0
Nototrichium humile,Nototrichium,humile,,,,0,1,0
Notylia incurva,Notylia,incurva,,,,1,0,0
Notylia inversa,Notylia,inversa,,,,0,1,0
Notylia lankesteri,Notylia,lankesteri,,,CRI;PAN,1,0,0
Notylia latilabia,Notylia,latilabia,,,PAN,1,0,0
Notylia pentachne,Notylia,pentachne,,,HND;PAN,1,0,0
Nouelia insignis,Nouelia,insignis,,lujumu,,0,0,0
Nowellia wrightii,Nowellia,wrightii,,,,0,1,0
Nuphar lutea,Nuphar,lutea,,ninfea gialli;yellow water-lily,,0,1,0
Nuphar pumila,Nuphar,pumila,,least water-lily,,0,0,0
Nuxia glomerulata,Nuxia,glomerulata,,,,0,0,0
Nymphaea alba,Nymphaea,alba,,european white waterlily;ninfea commune,,0,1,0
Nymphaea divaricata,Nymphaea,divaricata,,,,0,1,0
Nymphaea leibergii,Nymphaea,leibergii,,,,0,0,0
Nymphaea loriana,Nymphaea,loriana,,,,0,1,0
Nymphaea micrantha,Nymphaea,micrantha,,lotus bleu;blue egyptian lotus,,0,1,0
Nymphaea nouchali,Nymphaea,nouchali,,kiungi;makuba;dibula;marebe;blue lotus,,0,1,0
Nymphaea odorata,Nymphaea,odorata,,,,0,0,0
Nymphaea pubescens,Nymphaea,pubescens,,hairy water lily,,0,0,0
Nymphaea rubra,Nymphaea,rubra,,,,0,0,0
Nymphaea sulphurea,Nymphaea,sulphurea,,,,0,1,0
Nymphaea tetragona,Nymphaea,tetragona,,,,0,0,0
Nymphaea thermarum,Nymphaea,thermarum,,,,0,1,0
Nymphoides aurantiaca,Nymphoides,aurantiaca,,,,0,0,0
Nymphoides bosseri,Nymphoides,bosseri,,,,0,1,0
Nymphoides brevipedicellata,Nymphoides,brevipedicellata,,,,0,0,0
Nymphoides cordata,Nymphoides,cordata,,,,0,0,0
Nymphoides elegans,Nymphoides,elegans,,,,0,1,0
Nymphoides ezannoi,Nymphoides,ezannoi,,nymphoides d'ezanno,,0,0,0
Nymphoides forbesiana,Nymphoides,forbesiana,,,,0,0,0
Nymphoides guineensis,Nymphoides,guineensis,,,,0,1,0
Nymphoides herzogii,Nymphoides,herzogii,,,,0,1,0
Nymphoides hydrophylla,Nymphoides,hydrophylla,,,,0,0,0
Nymphoides indica,Nymphoides,indica,,water-snowflake;menyanthe de l'inde,,0,1,0
Nymphoides krishnakesara,Nymphoides,krishnakesara,,,,0,1,0
Nymphoides macrospermum,Nymphoides,macrospermum,,,,0,1,0
Nymphoides parvifolia,Nymphoides,parvifolia,,,,0,0,0
Nymphoides peltata,Nymphoides,peltata,,fringed waterlily,,0,1,0
Nymphoides rautanenii,Nymphoides,rautanenii,,,,0,0,0
Nymphoides sivarajanii,Nymphoides,sivarajanii,,,,0,1,0
Nymphoides tenuissima,Nymphoides,tenuissima,,,,0,1,0
Nypa fruticans,Nypa,fruticans,,nypa palm;mangrove palm;nipa palm,,0,1,0
Nyssa aquatica,Nyssa,aquatica,Cornaceae,,,0,0,0
Nyssa ogeche,Nyssa,ogeche,Cornaceae,,,0,0,0
Nyssa sylvatica,Nyssa,sylvatica,Cornaceae,,,0,0,0
Nyssa yunnanensis,Nyssa,yunnanensis,Cornaceae,maoye zishu,,0,1,0
Oberonia acarus,Oberonia,acarus,,,VNM,1,0,0
Oberonia anceps,Oberonia,anceps,,,MMR;SGP;IDN,1,0,0
Oberonia anthropophora,Oberonia,anthropophora,,,MYS;MMR;IND;THA,1,0,0
Oberonia attenuata,Oberonia,attenuata,,,AUS,1,0,0
Oberonia bertoldii,Oberonia,bertoldii,,,SGP,1,0,0
Oberonia bicornis,Oberonia,bicornis,,,LKA;IND,1,0,0
Oberonia bisaccata,Oberonia,bisaccata,,,IND,1,0,0
Oberonia boerlageana,Oberonia,boerlageana,,,IDN,1,0,0
Oberonia brachystachys,Oberonia,brachystachys,,,,1,0,0
Oberonia carnosa,Oberonia,carnosa,,,AUS,1,0,0
Oberonia caudata,Oberonia,caudata,,,MYS,1,0,0
Oberonia cavaleriei,Oberonia,cavaleriei,,,,1,0,0
Oberonia ciliolata,Oberonia,ciliolata,,,SGP,1,0,0
Oberonia cirrifera,Oberonia,cirrifera,,,SGP;IDN,1,0,0
Oberonia claviloba,Oberonia,claviloba,,,LKA,1,0,0
Oberonia costeriana,Oberonia,costeriana,,,IDN,1,0,0
Oberonia cylindrica,Oberonia,cylindrica,,,,1,0,0
Oberonia dissitiflora,Oberonia,dissitiflora,,,MYS;SGP;IDN,1,0,0
Oberonia disticha,Oberonia,disticha,,,REU;MDG;ZAF;MUS,1,0,0
Oberonia dolabrata,Oberonia,dolabrata,,,LKA,1,0,0
Oberonia dubia,Oberonia,dubia,,,VNM;IDN,1,0,0
Oberonia equitans,Oberonia,equitans,,,ASM,1,0,0
Oberonia fissiglossa,Oberonia,fissiglossa,,,NCL,1,0,0
Oberonia flabellifera,Oberonia,flabellifera,,,SGP,1,0,0
Oberonia flava,Oberonia,flava,,,MYS,1,0,0
Oberonia forcipata,Oberonia,forcipata,,,LKA,1,0,0
Oberonia fornicata,Oberonia,fornicata,,,LKA,1,0,0
Oberonia fungum-olens,Oberonia,fungum-olens,,,MYS,1,0,0
Oberonia gracilis,Oberonia,gracilis,,,MYS,1,0,0
Oberonia grandis,Oberonia,grandis,,,MYS,1,0,0
Oberonia griffithiana,Oberonia,griffithiana,,,MMR;IND,1,0,0
Oberonia heliophila,Oberonia,heliophila,,,FJI;ASM,1,0,0
Oberonia hispidula,Oberonia,hispidula,,,,1,0,0
Oberonia hosokawae,Oberonia,hosokawae,,,FSM,1,0,0
Oberonia imbricata,Oberonia,imbricata,,,IDN,1,0,0
Oberonia insectifera,Oberonia,insectifera,,,MYS,1,0,0
Oberonia intermedia,Oberonia,intermedia,,,MYS,1,0,0
Oberonia iridifolia,Oberonia,iridifolia,,,IND;IDN,1,0,0
Oberonia irrorata,Oberonia,irrorata,,,,0,1,0
Oberonia laeta,Oberonia,laeta,,,IDN,1,0,0
Oberonia langbianensis,Oberonia,langbianensis,,,VNM,1,0,0
Oberonia leytensis,Oberonia,leytensis,,,,1,0,0
Oberonia longibracteata,Oberonia,longibracteata,,,LKA,1,0,0
Oberonia lotsyana,Oberonia,lotsyana,,,IDN,1,0,0
Oberonia lunata,Oberonia,lunata,,,MYS;SGP;IDN,1,0,0
Oberonia luzonensis,Oberonia,luzonensis,,,,1,0,0
