sc_name,genus,species,family,common_names,regions,cites_flag,iucn_flag,wwf_high_risk_flag
Acropogon bosseri,Acropogon,bosseri,,,,0,0,0
Acropogon bullatus,Acropogon,bullatus,,,,0,1,0
Acropogon calcicolus,Acropogon,calcicolus,,,,0,1,0
Acropogon chalopiniae,Acropogon,chalopiniae,,,,0,1,0
Acropogon domatifer,Acropogon,domatifer,,,,0,1,0
Acropogon dzumacensis,Acropogon,dzumacensis,,,,0,0,0
Acropogon fatsioides,Acropogon,fatsioides,,,,0,1,0
Acropogon francii,Acropogon,francii,,,,0,0,0
Acropogon grandiflorus,Acropogon,grandiflorus,,,,0,1,0
Acropogon jaffrei,Acropogon,jaffrei,,,,0,1,0
Acropogon macrocarpus,Acropogon,macrocarpus,,,,0,0,0
Acropogon margaretae,Acropogon,margaretae,,,,0,1,0
Acropogon megaphyllus,Acropogon,megaphyllus,,,,0,1,0
Acropogon merytifolius,Acropogon,merytifolius,,,,0,1,0
Acropogon moratianus,Acropogon,moratianus,,,,0,1,0
Acropogon paagoumenensis,Acropogon,paagoumenensis,,,,0,1,0
Acropogon pilosus,Acropogon,pilosus,,,,0,0,0
Acropogon sageniifolius,Acropogon,sageniifolius,,,,0,1,0
Acropogon schefflerifolius,Acropogon,schefflerifolius,,,,0,1,0
Acropogon schistophilus,Acropogon,schistophilus,,,,0,0,0
Acropogon schumannianus,Acropogon,schumannianus,,,,0,0,0
Acropogon tireliae,Acropogon,tireliae,,,,0,1,0
Acropogon veillonii,Acropogon,veillonii,,,,0,1,0
Acrorchis roseola,Acrorchis,roseola,,,CRI;PAN,1,0,0
Acrorumohra hasseltii,Acrorumohra,hasseltii,,,,0,1,0
Acrosorium papenfussii,Acrosorium,papenfussii,,,,0,1,0
Acrostichum aureum,Acrostichum,aureum,,leather fern;golden leather fern,,0,1,0
Acrostichum danaeifolium,Acrostichum,danaeifolium,,,,0,0,0
Acrostichum speciosum,Acrostichum,speciosum,,,,0,0,0
Acsmithia vitiense,Acsmithia,vitiense,,,,0,1,0
Actinidia chrysantha,Actinidia,chrysantha,,,,0,1,0
Actinidia laevissima,Actinidia,laevissima,,,,0,1,0
Actinidia pilosula,Actinidia,pilosula,,,,0,1,0
Actinidia rudis,Actinidia,rudis,,,,0,1,0
Actinidia stellatopilosa,Actinidia,stellatopilosa,,,,0,1,0
Actinidia suberifolia,Actinidia,suberifolia,,,,0,1,0
Actinidia ulmifolia,Actinidia,ulmifolia,,,,0,1,0
Actinidia vitifolia,Actinidia,vitifolia,,,,0,1,0
Actiniopteris kornasii,Actiniopteris,kornasii,,,,0,1,0
Actinodaphne albifrons,Actinodaphne,albifrons,,,,0,1,0
Actinodaphne bourneae,Actinodaphne,bourneae,,,,0,1,0
Actinodaphne campanulata,Actinodaphne,campanulata,,,,0,1,0
Actinodaphne cuspidata,Actinodaphne,cuspidata,,,,0,1,0
Actinodaphne ellipticibacca,Actinodaphne,ellipticibacca,,,,0,1,0
Actinodaphne fragilis,Actinodaphne,fragilis,,,,0,1,0
Actinodaphne johorensis,Actinodaphne,johorensis,,,,0,1,0
Actinodaphne lanata,Actinodaphne,lanata,,,,0,1,0
Actinodaphne lawsonii,Actinodaphne,lawsonii,,,,0,1,0
Actinodaphne malaccensis,Actinodaphne,malaccensis,,,,0,0,0
Actinodaphne montana,Actinodaphne,montana,,,,0,0,0
Actinodaphne obtusa,Actinodaphne,obtusa,,,,0,1,0
Actinodaphne pruinosa,Actinodaphne,pruinosa,,,,0,0,0
Actinodaphne salicina,Actinodaphne,salicina,,,,0,1,0
Actinokentia divaricata,Actinokentia,divaricata,,,,0,0,0
Actinokentia huerlimannii,Actinokentia,huerlimannii,,,,0,1,0
Actinoscirpus grossus,Actinoscirpus,grossus,,giant bur rush,,0,0,0
Actinostrobus acuminatus,Actinostrobus,acuminatus,,dwarf cypress,,0,1,0
Actinostrobus arenarius,Actinostrobus,arenarius,,bruce cypress;sandplain cypress,,0,1,0
Actinostrobus pyramidalis,Actinostrobus,pyramidalis,,swan river cypress;swamp cypress,,0,1,0
Ada allenii,Ada,allenii,,,PAN,1,0,0
Ada elegantula,Ada,elegantula,,,ECU,1,0,0
Ada glumacea,Ada,glumacea,,,ECU,1,0,0
Ada keiliana,Ada,keiliana,,,,1,0,0
Ada ocanensis,Ada,ocanensis,,,,1,0,0
Adansonia grandidieri,Adansonia,grandidieri,,reniala;renala,,0,1,0
Adansonia madagascariensis,Adansonia,madagascariensis,,,,0,0,0
Adansonia perrieri,Adansonia,perrieri,,bozy,,0,1,0
Adansonia rubrostipa,Adansonia,rubrostipa,,,,0,0,0
Adansonia suarezensis,Adansonia,suarezensis,,bozy,,0,1,0
Adansonia za,Adansonia,za,,,,0,0,0
Adelobotrys panamensis,Adelobotrys,panamensis,,,,0,1,0
Adenia dolichosiphon,Adenia,dolichosiphon,,,,0,1,0
Adenia firingalavensis,Adenia,firingalavensis,,,MDG,1,0,0
Adenia globosa,Adenia,globosa,,,,0,1,0
Adenia keramanthus,Adenia,keramanthus,,,,0,0,0
Adenia kigogoensis,Adenia,kigogoensis,,,,0,1,0
Adenia kirkii,Adenia,kirkii,,,,0,0,0
Adenia lindiensis,Adenia,lindiensis,,,,0,0,0
Adenia olaboensis,Adenia,olaboensis,,,MDG,1,0,0
Adenia pechuelii,Adenia,pechuelii,,,,0,0,0
Adenia racemosa,Adenia,racemosa,,,,0,1,0
Adenia schliebenii,Adenia,schliebenii,,,,0,1,0
Adenia subsessifolia,Adenia,subsessifolia,,,MDG,1,0,0
Adenium obesum,Adenium,obesum,,desert rose,,0,0,0
Adenocarpus anisochilus,Adenocarpus,anisochilus,,,,0,1,0
Adenocarpus desertorum,Adenocarpus,desertorum,,,,0,0,0
Adenocarpus foliolosus,Adenocarpus,foliolosus,,mount codeso,,0,0,0
Adenocarpus gibbsianus,Adenocarpus,gibbsianus,,,,0,1,0
Adenocarpus ombriosus,Adenocarpus,ombriosus,,codeso herreño;codeso,,0,1,0
Adenocarpus viscosus,Adenocarpus,viscosus,,codeso del pico,,0,0,0
Adenochilus nortonii,Adenochilus,nortonii,,,AUS,1,0,0
Adenodolichos kaessneri,Adenodolichos,kaessneri,,,,0,0,0
Adenogramma rigida,Adenogramma,rigida,,rigid muggiegrass,,0,1,0
Adenolobus pechuelii,Adenolobus,pechuelii,,,,0,0,0
Adenoncos major,Adenoncos,major,,,MYS,1,0,0
Adenoncos sumatrana,Adenoncos,sumatrana,,,SGP,1,0,0
Adenoncos virens,Adenoncos,virens,,,MYS;IDN,1,0,0
Adenophora taquetii,Adenophora,taquetii,,seom-jan-dae,,0,1,0
Adenophorus epigaeus,Adenophorus,epigaeus,,,,0,1,0
Adenophorus periens,Adenophorus,periens,,,,0,1,0
Adenopodia rotundifolia,Adenopodia,rotundifolia,,,,0,1,0
Adenosma indianum,Adenosma,indianum,,,,0,0,0
Adenostemma caffrum,Adenostemma,caffrum,,,,0,0,0
Adenostemma harlingii,Adenostemma,harlingii,,,,0,1,0
Adenostemma zakii,Adenostemma,zakii,,,,0,1,0
Adesmia aegiceras,Adesmia,aegiceras,,,,0,0,0
Adesmia cordobensis,Adesmia,cordobensis,,,,0,1,0
Adesmia microphylla,Adesmia,microphylla,,,,0,0,0
Adesmia muricata,Adesmia,muricata,,,,0,0,0
Adesmia papposa,Adesmia,papposa,,,,0,0,0
Adesmia pungens,Adesmia,pungens,,,,0,0,0
Adesmia sanjuanensis,Adesmia,sanjuanensis,,,,0,1,0
Adesmia trifoliolata,Adesmia,trifoliolata,,,,0,0,0
Adesmia trijuga,Adesmia,trijuga,,,,0,0,0
Adiantum bellum,Adiantum,bellum,,bermuda maidenhair fern,,0,0,0
Adiantum capillus-veneris,Adiantum,capillus-veneris,,venus' hair-fern;southern maidenhair;maidenhair fern;cheveu-de-venus;capelvenere comune;venushair;capillaire de montpellier,,0,1,0
Adiantum fengianum,Adiantum,fengianum,,,,0,1,0
Adiantum lianxianense,Adiantum,lianxianense,,,,0,1,0
Adiantum sinicum,Adiantum,sinicum,,,,0,1,0
Adina cordifolia,Adina,cordifolia,,haldu,IND;IDN;THA;LAO;KHM;MMR;PHL;VNM;MYS;LKA,0,0,0
Adina microcephala,Adina,microcephala,,mugonha,,0,0,0
Adinandra angulata,Adinandra,angulata,,,,0,1,0
Adinandra corneriana,Adinandra,corneriana,,,,0,1,0
Adinandra forbesii,Adinandra,forbesii,,,,0,0,0
Adinandra griffithii,Adinandra,griffithii,,,,0,1,0
Adinandra integerrima,Adinandra,integerrima,,,,0,1,0
Adinandra parvifolia,Adinandra,parvifolia,,,,0,1,0
Adonidia merrillii,Adonidia,merrillii,,bunga de jolo;manila palm,,0,1,0
Adonis distorta,Adonis,distorta,,,,0,1,0
Adonis vernalis,Adonis,vernalis,,,SVK;DEU;HUN;ITA;BIH;NLD;POL;CHE;SWE;ROU,1,0,0
Adromischus cooperi,Adromischus,cooperi,,,,0,0,0
Adrorhizon purpurascens,Adrorhizon,purpurascens,,,LKA,1,0,0
Aechmea abbreviata,Aechmea,abbreviata,,,,0,0,0
Aechmea aculeatosepala,Aechmea,aculeatosepala,,,,0,1,0
Aechmea biflora,Aechmea,biflora,,,,0,1,0
Aechmea candida,Aechmea,candida,,white bromeliad;gravata,,0,1,0
Aechmea cymosopaniculata,Aechmea,cymosopaniculata,,,,0,1,0
Aechmea downsiana,Aechmea,downsiana,,,,0,1,0
Aechmea geminiflora,Aechmea,geminiflora,,,,0,1,0
Aechmea kentii,Aechmea,kentii,,,,0,1,0
Aechmea kleinii,Aechmea,kleinii,,,,0,1,0
Aechmea lugoi,Aechmea,lugoi,,,,0,1,0
Aechmea manzanaresiana,Aechmea,manzanaresiana,,loreto,,0,1,0
Aechmea napoensis,Aechmea,napoensis,,,,0,1,0
Aechmea patriciae,Aechmea,patriciae,,,,0,1,0
Aechmea pimenti-velosoi,Aechmea,pimenti-velosoi,,,,0,1,0
Aechmea roeseliae,Aechmea,roeseliae,,,,0,1,0
Aechmea tayoensis,Aechmea,tayoensis,,,,0,1,0
Aechmea wuelfinghoffii,Aechmea,wuelfinghoffii,,,,0,1,0
Aedesia glabra,Aedesia,glabra,,,,0,0,0
Aegialitis annulata,Aegialitis,annulata,,,,0,0,0
Aegialitis rotundifolia,Aegialitis,rotundifolia,,,,0,1,0
Aegiceras corniculatum,Aegiceras,corniculatum,,,,0,0,0
Aegiceras floridum,Aegiceras,floridum,,,,0,1,0
Aegilops anathera,Aegilops,anathera,,,,0,1,0
Aegilops bicornis,Aegilops,bicornis,,goat grass;two-horn aegilops,,0,1,0
Aegilops biuncialis,Aegilops,biuncialis,,mediterranean aegilops,,0,1,0
Aegilops brachyathera,Aegilops,brachyathera,,,,0,1,0
Aegilops caudata,Aegilops,caudata,,cretan hard-grass,,0,1,0
Aegilops columnaris,Aegilops,columnaris,,,,0,0,0
Aegilops comosa,Aegilops,comosa,,,,0,1,0
Aegilops crassa,Aegilops,crassa,,persian goat grass,,0,0,0
Aegilops cylindrica,Aegilops,cylindrica,,jointed goat grass,,0,0,0
Aegilops geniculata,Aegilops,geniculata,,cerere comune;ovate goat grass,,0,1,0
Aegilops juvenalis,Aegilops,juvenalis,,,,0,1,0
Aegilops kotschyi,Aegilops,kotschyi,,,,0,0,0
Aegilops ligustica,Aegilops,ligustica,,,,0,0,0
Aegilops longissima,Aegilops,longissima,,,,0,0,0
Aegilops neglecta,Aegilops,neglecta,,three-awn goat grass,,0,0,0
Aegilops peregrina,Aegilops,peregrina,,goatgrass,,0,1,0
Aegilops persica,Aegilops,persica,,,,0,0,0
Aegilops searsii,Aegilops,searsii,,sears' goatgrass,,0,0,0
Aegilops sharonensis,Aegilops,sharonensis,,sharon goatgrass,,0,1,0
Aegilops speltoides,Aegilops,speltoides,,himri;tandat bockvete,,0,1,0
Aegilops subventricosa,Aegilops,subventricosa,,,,0,1,0
Aegilops tauschii,Aegilops,tauschii,,tausch's goat grass;rough-spike hard grass,,0,1,0
Aegilops triuncialis,Aegilops,triuncialis,,jointed goat grass;barb goat grass;rompesacos,,0,1,0
Aegilops umbellulata,Aegilops,umbellulata,,,,0,0,0
Aegilops vavilovii,Aegilops,vavilovii,,,,0,0,0
Aegilops ventricosa,Aegilops,ventricosa,,belly-shaped hard grass;blat de perdiu;swollen goat grass;bauchiges hartgras,,0,1,0
Aegiphila caymanensis,Aegiphila,caymanensis,,,,0,1,0
Aegiphila cordifolia,Aegiphila,cordifolia,,,,0,0,0
Aegiphila cuneata,Aegiphila,cuneata,,,,0,1,0
Aegiphila fasciculata,Aegiphila,fasciculata,,,,0,1,0
Aegiphila ferruginea,Aegiphila,ferruginea,,,,0,1,0
Aegiphila glomerata,Aegiphila,glomerata,,,,0,1,0
Aegiphila hirsutissima,Aegiphila,hirsutissima,,,,0,1,0
Aegiphila lopez-palacii,Aegiphila,lopez-palacii,,,,0,1,0
Aegiphila monstrosa,Aegiphila,monstrosa,,,,0,1,0
Aegiphila monticola,Aegiphila,monticola,,,,0,1,0
Aegiphila obovata,Aegiphila,obovata,,,,0,1,0
Aegiphila panamensis,Aegiphila,panamensis,,,,0,1,0
Aegiphila purpurascens,Aegiphila,purpurascens,,,,0,1,0
Aegiphila rimbachii,Aegiphila,rimbachii,,,,0,1,0
Aegiphila schimpffii,Aegiphila,schimpffii,,,,0,1,0
Aegiphila skutchii,Aegiphila,skutchii,,,,0,1,0
Aegiphila sordida,Aegiphila,sordida,,,,0,0,0
Aegopogon cenchroides,Aegopogon,cenchroides,,,,0,0,0
Aeollanthus saxatilis,Aeollanthus,saxatilis,,,,0,1,0
Aeollanthus trifidus,Aeollanthus,trifidus,,,,0,1,0
Aeollanthus viscosus,Aeollanthus,viscosus,,,,0,0,0
Aeonium balsamiferum,Aeonium,balsamiferum,,alfarroba;bejeque farrobo;bejeque amarillo;potera,,0,1,0
Aeonium gomerense,Aeonium,gomerense,,bejeque gomero,,0,1,0
Aeonium gorgoneum,Aeonium,gorgoneum,,,,0,1,0
Aeonium saundersii,Aeonium,saundersii,,bejequillo peludo de la gomera,,0,1,0
Aequatorium asterotrichum,Aequatorium,asterotrichum,,,,0,1,0
Aequatorium jamesonii,Aequatorium,jamesonii,,,,0,1,0
Aequatorium lepidotum,Aequatorium,lepidotum,,,,0,1,0
Aequatorium limonense,Aequatorium,limonense,,,,0,1,0
Aequatorium repandiforme,Aequatorium,repandiforme,,,,0,1,0
Aequatorium rimachianum,Aequatorium,rimachianum,,,,0,1,0
Aerangis alcicornis,Aerangis,alcicornis,,,MOZ;MWI;TZA,1,0,0
Aerangis arachnopus,Aerangis,arachnopus,,,COD;GAB;GHA;CMR,1,0,0
Aerangis articulata,Aerangis,articulata,,,MDG;COM,1,0,0
Aerangis biloba,Aerangis,biloba,,,TGO;SLE;NGA;SEN;CMR;GIN;CIV;LBR;GHA,1,0,0
Aerangis bouarensis,Aerangis,bouarensis,,,CAF,1,0,0
Aerangis brachycarpa,Aerangis,brachycarpa,,,ZMB;ETH;TZA;KEN;AGO;UGA,1,0,0
Aerangis calantha,Aerangis,calantha,,,TZA;CMR;AGO;UGA;COD;GNQ;CAF;GHA,1,0,0
Aerangis carnea,Aerangis,carnea,,,MWI;TZA,1,0,0
Aerangis citrata,Aerangis,citrata,,,MDG,1,0,0
Aerangis collum-cygni,Aerangis,collum-cygni,,,ZMB;TZA;CMR;UGA;COD;CAF,1,0,0
Aerangis concavipetala,Aerangis,concavipetala,,,MDG,1,0,0
Aerangis confusa,Aerangis,confusa,,,KEN;TZA,1,0,0
Aerangis coriacea,Aerangis,coriacea,,,KEN;TZA,1,0,0
Aerangis cryptodon,Aerangis,cryptodon,,,MDG,1,0,0
Aerangis curnowiana,Aerangis,curnowiana,,,MDG,1,0,0
Aerangis decaryana,Aerangis,decaryana,,,MDG,1,0,0
Aerangis distincta,Aerangis,distincta,,,MWI,1,0,0
Aerangis ellisii,Aerangis,ellisii,,,MDG,1,0,0
Aerangis fastuosa,Aerangis,fastuosa,,,MDG,1,0,0
Aerangis flexuosa,Aerangis,flexuosa,,,STP,1,0,0
Aerangis fuscata,Aerangis,fuscata,,,MDG,1,0,0
Aerangis gracillima,Aerangis,gracillima,,,GAB;CMR,1,0,0
Aerangis gravenreuthii,Aerangis,gravenreuthii,,,TZA;GNQ;CMR,1,0,0
Aerangis hologlottis,Aerangis,hologlottis,,,KEN;LKA;MOZ;TZA,1,0,0
Aerangis hyaloides,Aerangis,hyaloides,,,MDG,1,0,0
Aerangis jacksonii,Aerangis,jacksonii,,,UGA,1,0,0
Aerangis kirkii,Aerangis,kirkii,,,KEN;MWI;MOZ;TZA,1,0,0
Aerangis kotschyana,Aerangis,kotschyana,,,MOZ;ETH;RWA;NGA;TZA;ZMB;KEN;UGA;COD;BDI;ZWE;GIN;CAF;MWI,1,0,0
Aerangis luteo-alba,Aerangis,luteo-alba,,,ETH;TZA;CMR;KEN;UGA;COD;CAF,1,0,0
Aerangis macrocentra,Aerangis,macrocentra,,,MDG,1,1,0
Aerangis maireae,Aerangis,maireae,,,TZA,1,0,0
Aerangis megaphylla,Aerangis,megaphylla,,,CAF;GNQ;CMR,1,0,0
Aerangis modesta,Aerangis,modesta,,,MDG;COM,1,0,0
Aerangis montana,Aerangis,montana,,,ZMB;MWI;TZA,1,0,0
Aerangis mooreana,Aerangis,mooreana,,,MDG;COM,1,0,0
Aerangis mystacidii,Aerangis,mystacidii,,,MWI;ZMB;TZA;ZAF;ZWE;MOZ;SWZ,1,0,0
Aerangis oligantha,Aerangis,oligantha,,,MWI;TZA,1,0,0
Aerangis pallida,Aerangis,pallida,,,MDG,1,0,0
Aerangis pallidiflora,Aerangis,pallidiflora,,,MDG,1,0,0
Aerangis primulina,Aerangis,primulina,,,MDG,1,0,0
Aerangis pulchella,Aerangis,pulchella,,,MDG,1,0,0
Aerangis punctata,Aerangis,punctata,,,MDG,1,0,0
Aerangis rostellaris,Aerangis,rostellaris,,,MDG;COM,1,0,0
Aerangis somalensis,Aerangis,somalensis,,,ETH;TZA;KEN;ZAF;ZWE;MWI,1,0,0
Aerangis spiculata,Aerangis,spiculata,,,MDG;COM,1,0,0
Aerangis splendida,Aerangis,splendida,,,ZMB;MWI,1,0,0
Aerangis stelligera,Aerangis,stelligera,,,COD;CAF;CMR,1,0,0
Aerangis stylosa,Aerangis,stylosa,,,MDG;COM,1,0,0
Aerangis thomsonii,Aerangis,thomsonii,,,KEN;TZA;UGA,1,0,0
Aerangis ugandensis,Aerangis,ugandensis,,,COD;BDI;UGA;KEN,1,0,0
Aerangis verdickii,Aerangis,verdickii,,,MWI;ZMB;TZA;AGO;ZAF;COD;ZWE;MOZ,1,0,0
Aeranthes albidiflora,Aeranthes,albidiflora,,,,0,1,0
Aeranthes antennophora,Aeranthes,antennophora,,,,0,1,0
Aeranthes arachnites,Aeranthes,arachnites,,,REU,1,0,0
Aeranthes carnosa,Aeranthes,carnosa,,,,0,1,0
Aeranthes ecalcarata,Aeranthes,ecalcarata,,,,0,0,0
Aeranthes leandriana,Aeranthes,leandriana,,,,0,1,0
Aeranthes moratii,Aeranthes,moratii,,,,0,1,0
Aeranthes multinodis,Aeranthes,multinodis,,,,0,1,0
Aeranthes neoperrieri,Aeranthes,neoperrieri,,,,0,1,0
Aeranthes polyanthemus,Aeranthes,polyanthemus,,,,1,0,0
Aeranthes schlechteri,Aeranthes,schlechteri,,,,0,1,0
Aeranthes setipes,Aeranthes,setipes,,,,0,1,0
Aeranthes tropophila,Aeranthes,tropophila,,,,0,1,0
Aeranthus grandiflorus,Aeranthus,grandiflorus,,,,1,0,0
Aerides augustiana,Aerides,augustiana,,,PHL,1,0,0
Aerides crassifolia,Aerides,crassifolia,,,IND;THA;LAO;MMR;VNM,1,0,0
Aerides crispa,Aerides,crispa,,,IND,1,0,0
Aerides emericii,Aerides,emericii,,,IND,1,0,0
Aerides falcata,Aerides,falcata,,,IND;IDN;THA;LAO;KHM;MMR;VNM;MYS,1,0,0
Aerides fieldingii,Aerides,fieldingii,,,IND,1,0,0
Aerides flabellata,Aerides,flabellata,,,LAO;MMR;CHN;THA,1,0,0
Aerides houlletiana,Aerides,houlletiana,,,THA;LAO;KHM;MMR;VNM,1,0,0
Aerides inflexa,Aerides,inflexa,,,IDN,1,0,0
Aerides jansonii,Aerides,jansonii,,,MMR,1,0,0
Aerides krabiensis,Aerides,krabiensis,,,MYS;THA,1,0,0
Aerides lawrenceae,Aerides,lawrenceae,,,PHL,1,0,0
Aerides lawrenciae,Aerides,lawrenciae,,,,0,1,0
Aerides leeana,Aerides,leeana,,,PHL,1,0,0
Aerides leeanum,Aerides,leeanum,,,,0,1,0
Aerides maculosa,Aerides,maculosa,,,IND,1,0,0
Aerides memorlandii,Aerides,memorlandii,,,IND,1,0,0
Aerides multiflora,Aerides,multiflora,,,IND;THA;LAO;KHM;BGD;MMR;NPL;VNM;MYS;BTN,1,0,0
Aerides odorata,Aerides,odorata,,,CHN;IND;IDN;THA;LAO;KHM;MMR;NPL;PHL;VNM;MYS;BTN,1,0,0
Aerides quinquevulnera,Aerides,quinquevulnera,,,PNG;PHL,1,0,0
Aerides ringens,Aerides,ringens,,,LKA;IND,1,0,0
Aerides rosea,Aerides,rosea,,,CHN;IND;THA;LAO;MMR;VNM;BTN,1,0,0
Aerides rubescens,Aerides,rubescens,,,VNM,1,0,0
Aerides sukauensis,Aerides,sukauensis,,,MYS,1,0,0
Aerides thibautiana,Aerides,thibautiana,,,PHL;IDN,1,0,0
Aerides timorana,Aerides,timorana,,,IDN,1,0,0
Aerides vandara,Aerides,vandara,,,IND;BTN,1,0,0
Aerva microphylla,Aerva,microphylla,,,,0,0,0
Aerva revoluta,Aerva,revoluta,,,,0,0,0
Aeschynanthus minutifolius,Aeschynanthus,minutifolius,,,,0,1,0
Aeschynomene angolensis,Aeschynomene,angolensis,,,,0,1,0
Aeschynomene aphylla,Aeschynomene,aphylla,,,,0,1,0
Aeschynomene aspera,Aeschynomene,aspera,,sola pith plant;pauk;paw;pith plant,,0,1,0
Aeschynomene brasiliana,Aeschynomene,brasiliana,,brazilian jointtvetch,,0,0,0
Aeschynomene brevipes,Aeschynomene,brevipes,,,,0,0,0
Aeschynomene chimanimaniensis,Aeschynomene,chimanimaniensis,,,,0,0,0
Aeschynomene elaphroxylon,Aeschynomene,elaphroxylon,,ambatch;umburu,,0,1,0
Aeschynomene gazensis,Aeschynomene,gazensis,,,,0,1,0
Aeschynomene gracilis,Aeschynomene,gracilis,,puerto rico jointvetch,,0,0,0
Aeschynomene grandistipulata,Aeschynomene,grandistipulata,,,,0,0,0
Aeschynomene indica,Aeschynomene,indica,,kusanemu;angiquinho;indian jointvetch,,0,1,0
Aeschynomene kerstingii,Aeschynomene,kerstingii,,,,0,0,0
Aeschynomene laxiflora,Aeschynomene,laxiflora,,,,0,1,0
Aeschynomene marginata,Aeschynomene,marginata,,,,0,0,0
Aeschynomene multicaulis,Aeschynomene,multicaulis,,,,0,0,0
Aeschynomene racemosa,Aeschynomene,racemosa,,,,0,0,0
Aeschynomene ruspoliana,Aeschynomene,ruspoliana,,,,0,1,0
Aeschynomene schindleri,Aeschynomene,schindleri,,,,0,1,0
Aeschynomene tambacoundensis,Aeschynomene,tambacoundensis,,,,0,0,0
Aeschynomene venulosa,Aeschynomene,venulosa,,,,0,1,0
Aesculus flava,Aesculus,flava,Sapindaceae,,,0,0,0
Aesculus glabra,Aesculus,glabra,Sapindaceae,,,0,0,0
Aesculus hippocastanum,Aesculus,hippocastanum,Sapindaceae,horse chestnut,,0,1,0
Aesculus turbinata,Aesculus,turbinata,Sapindaceae,,,0,0,0
Aesculus wangii,Aesculus,wangii,Sapindaceae,yunnan qiyeshu,,0,1,0
Aetheolaena cuencana,Aetheolaena,cuencana,,,,0,1,0
Aetheolaena decipiens,Aetheolaena,decipiens,,,,0,1,0
Aetheolaena hypoleuca,Aetheolaena,hypoleuca,,,,0,1,0
Aetheolaena involucrata,Aetheolaena,involucrata,,,,0,0,0
Aetheolaena ledifolia,Aetheolaena,ledifolia,,,,0,1,0
Aetheolaena lingulata,Aetheolaena,lingulata,,,,0,1,0
Aetheolaena mochensis,Aetheolaena,mochensis,,,,0,1,0
Aetheolaena mojandensis,Aetheolaena,mojandensis,,,,0,1,0
Aetheolaena pichinchensis,Aetheolaena,pichinchensis,,,,0,1,0
Aetheolaena rosana,Aetheolaena,rosana,,,,0,1,0
Aetheolaena subinvolucrata,Aetheolaena,subinvolucrata,,,,0,1,0
Aethionema grandiflorum,Aethionema,grandiflorum,,persian stonecress,,0,1,0
Aethionema retsina,Aethionema,retsina,,,,0,1,0
Aethionema sintenisii,Aethionema,sintenisii,,persian stonecress,,0,1,0
Aextoxicon punctatum,Aextoxicon,punctatum,,olivillo;teque muerto;aceitunillo;tique,,0,1,0
Aflatunia ulmifolia,Aflatunia,ulmifolia,,,,0,0,0
Aframomum angustifolium,Aframomum,angustifolium,,grand cardamone de madagascar;mlelgueta pepper;guinea grains;longoza plant,,0,1,0
Aframomum sulcatum,Aframomum,sulcatum,,,,0,0,0
Aframomum wuerthii,Aframomum,wuerthii,,,,0,0,0
Afrocanthium keniense,Afrocanthium,keniense,,,,0,1,0
Afrocanthium kilifiense,Afrocanthium,kilifiense,,,,0,1,0
Afrocanthium nanguanum,Afrocanthium,nanguanum,,,,0,1,0
Afrocanthium racemulosum,Afrocanthium,racemulosum,,,,0,1,0
Afrocanthium rondoense,Afrocanthium,rondoense,,,,0,1,0
Afrocanthium shabanii,Afrocanthium,shabanii,,,,0,1,0
Afrocanthium siebenlistii,Afrocanthium,siebenlistii,,,,0,1,0
Afrocanthium vollesenii,Afrocanthium,vollesenii,,,,0,1,0
Afrocarpus dawei,Afrocarpus,dawei,Podocarpaceae,,,0,1,0
Afrocarpus falcatus,Afrocarpus,falcatus,Podocarpaceae,outeniekwageelhout;umgeya;outeniqua yellowwood;bastard yellowwood,,0,1,0
Afrocarpus gracilior,Afrocarpus,gracilior,Podocarpaceae,east african yellowwood,,0,0,0
Afrocarpus mannii,Afrocarpus,mannii,Podocarpaceae,pinhero da terra,,0,1,0
Afrocarpus usambarensis,Afrocarpus,usambarensis,Podocarpaceae,,,0,1,0
Afrofittonia silvestris,Afrofittonia,silvestris,,,,0,1,0
Afrormosia elata,Afrormosia,elata,,afrormosia,CMR;CIV;FRA;COD;CAF;GHA,0,0,0
Afrostyrax lepidophyllus,Afrostyrax,lepidophyllus,,duagyenne,,0,1,0
Afrothismia baerae,Afrothismia,baerae,,,,0,1,0
Afrothismia budongensis,Afrothismia,budongensis,,,,0,1,0
Afrothismia insignis,Afrothismia,insignis,,,,0,1,0
Afrothismia korupensis,Afrothismia,korupensis,,,,0,1,0
Afrothismia pachyantha,Afrothismia,pachyantha,,,,0,1,0
Afrothismia saingei,Afrothismia,saingei,,,,0,1,0
Afrothismia winkleri,Afrothismia,winkleri,,,,0,1,0
Agalinis kingsii,Agalinis,kingsii,,,,0,1,0
Agarista mexicana,Agarista,mexicana,,,,0,0,0
Agarista pinetorum,Agarista,pinetorum,,,,0,0,0
Agasthiyamalaia pauciflora,Agasthiyamalaia,pauciflora,,,,0,1,0
Agathis alba,Agathis,alba,Araucariaceae,,,0,0,0
Agathis atropurpurea,Agathis,atropurpurea,Araucariaceae,blue kauri pine;black kauri pine;black kauri;blue kauri,,0,1,0
Agathis australis,Agathis,australis,Araucariaceae,,,0,0,0
Agathis borneensis,Agathis,borneensis,Araucariaceae,,,0,1,0
Agathis dammara,Agathis,dammara,Araucariaceae,amboina pitch tree,,0,1,0
Agathis flavescens,Agathis,flavescens,Araucariaceae,tahan agathis,,0,1,0
Agathis kinabaluensis,Agathis,kinabaluensis,Araucariaceae,tumu,,0,1,0
