genus,species,cites_listing,regions
Pseudorchis,frivaldii,II,ALB;BGR;GRC;ROU
Psilochilus,macrophyllus,II,DMA
Psychilis,correllii,II,
Psychilis,krugii,II,PRI
Psychilis,olivacea,II,
Pterichis,costaricensis,II,CRI;PAN
Pterichis,leo,II,CRI
Pterichis,proctorii,II,JAM
Pteroceras,berkeleyii,II,IND;MYS
Pteroceras,compressum,II,IDN
Pteroceras,decipiens,II,IDN
Pteroceras,elobe,II,THA
Pteroceras,emarginatum,II,IDN
Pteroceras,fraternum,II,IDN
Pteroceras,hirticalcar,II,AUS
Pteroceras,incurvicalcar,II,IDN
Pteroceras,javanicum,II,IDN
Pteroceras,leopardinum,II,CHN;IND;IDN;MMR;PHL;THA;VNM
Pteroceras,longicalcareum,II,
Pteroceras,mentakabensis,II,IDN
Pteroceras,muluense,II,
Pteroceras,pallidum,II,IDN;SGP
Pteroceras,philippinense,II,PHL
Pteroceras,semiteretifolium,II,VNM
Pteroceras,tanyphyllum,II,MYS
Pteroceras,teres,II,IDN
Pteroceras,teysmanni,II,IDN
Pteroceras,unguiculatum,II,
Pteroceras,viridiflorum,II,LKA
Pteroceras,zollingeri,II,IDN
Pteroglossa,hilariana,II,
Pteroglossa,macrantha,II,
Pteroglossa,regia,II,
Pteroglossa,roseoalba,II,
Pteroglossaspis,distans,II,SLE
Pteroglossaspis,ecristata,II,CUB;USA
Pterostylis,aenigma,II,
Pterostylis,alveata,II,AUS
Pterostylis,angusta,II,AUS
Pterostylis,aphylla,II,
Pterostylis,arenicola,II,AUS
Pterostylis,basaltica,II,AUS
Pterostylis,bicornis,II,AUS
Pterostylis,bureaviana,II,NCL
Pterostylis,ceriflora,II,AUS
Pterostylis,cheraphila,II,AUS
Pterostylis,chlorogramma,II,AUS
Pterostylis,cobarensis,II,AUS
Pterostylis,commutata,II,AUS
Pterostylis,cucullata,II,AUS
Pterostylis,depauperata,II,AUS
Pterostylis,despectans,II,AUS
Pterostylis,fischii,II,AUS
Pterostylis,furcillata,II,AUS
Pterostylis,gibbosa,II,AUS
Pterostylis,longicurva,II,AUS
Pterostylis,nigricans,II,AUS
Pterostylis,nutans,II,AUS;NZL
Pterostylis,petrosa,II,
Pterostylis,pulchella,II,AUS
Pterostylis,robusta,II,
Pterostylis,smaragdyna,II,AUS
Pterostylis,tenuissima,II,AUS
Pterostylis,turfosa,II,
Pterostylis,valida,II,AUS
Pterostylis,woollsii,II,AUS
Pterostylis,xerophila,II,AUS
Pterygodium,cruciferum,II,ZAF
Pterygodium,pentherianum,II,ZAF
Queteletia,plantaginifolia,II,IDN;MYS
Quisqueya,ekmanii,II,DOM
Quisqueya,holdridgei,II,DOM
Quisqueya,karstii,II,DOM
Quisqueya,rosea,II,
Rangaeris,amaniensis,II,
Rangaeris,longicaudata,II,NGA
Rangaeris,muscicola,II,ZAF
Rangaeris,rhipsalisocia,II,
Rauhiella,silvana,II,BRA
Renanthera,amabilis,II,PHL
Renanthera,annamensis,II,MMR;VNM
Renanthera,bella,II,MYS
Renanthera,citrina,II,VNM
Renanthera,coccinea,II,CHN;LAO;MMR;THA;VNM
Renanthera,edefeldtii,II,IDN;PNG;SLB
Renanthera,elongata,II,IDN;MYS;PHL;SGP;THA
Renanthera,imschootiana,I,CHN;IND;MMR;VNM
Renanthera,isosepala,II,IDN;MYS;THA
Renanthera,matutina,II,IDN;PHL;THA
Renanthera,moluccana,II,IDN;PNG
Renanthera,monachica,II,PHL
Renanthera,philippinensis,II,PNG;PHL
Renanthera,storiei,II,PHL
Renanthera,striata,II,COL;ECU;PAN;VEN
Renanthera,sulingi,II,IDN
Renantherella,histrionica,II,MYS;THA
Restrepia,aberrans,II,PAN
Restrepia,antennifera,II,BOL;COL;ECU;PER;VEN
Restrepia,aristulifera,II,COL;VEN
Restrepia,aspasicensis,II,COL;CRI;VEN
Restrepia,aspasicensium,II,
Restrepia,brachypus,II,BOL;COL;ECU;PER;VEN
Restrepia,chameleon,II,COL
Restrepia,chocoensis,II,COL
Restrepia,chrysoglossa,II,COL
Restrepia,citrina,II,COL
Restrepia,cloesii,II,PER
Restrepia,condorensis,II,ECU
Restrepia,contorta,II,COL;ECU;PER;VEN
Restrepia,cuprea,II,COL
Restrepia,cymbula,II,COL
Restrepia,dodsonii,II,COL;ECU
Restrepia,echinata,II,COL;PER
Restrepia,echo,II,COL
Restrepia,elegans,II,COL;VEN
Restrepia,ephippium,II,ECU
Restrepia,escobariana,II,COL
Restrepia,falkenbergii,II,COL
Restrepia,flosculata,II,COL;ECU
Restrepia,guttulata,II,COL;ECU;PER;VEN
Restrepia,iris,II,ECU
Restrepia,jesupiana,II,VEN
Restrepia,lansbergii,II,ECU;PER;VEN
Restrepia,limbata,II,COL
Restrepia,mendozae,II,ECU
Restrepia,metae,II,COL
Restrepia,mohrii,II,PER
Restrepia,muscifera,II,COL;CRI;ECU;SLV;GTM;HND;MEX;PAN
Restrepia,nittiorhyncha,II,COL
Restrepia,pandurata,II,COL
Restrepia,pelyx,II,COL;VEN
Restrepia,persicina,II,
Restrepia,piperitosa,II,PER
Restrepia,portillae,II,
Restrepia,purpurea,II,COL
Restrepia,radulifera,II,VEN
Restrepia,renzii,II,VEN
Restrepia,roseola,II,VEN
Restrepia,sanguinea,II,COL
Restrepia,schizosepala,II,ECU
Restrepia,seketii,II,COL
Restrepia,tabeae,II,COL
Restrepia,teaguei,II,ECU
Restrepia,trichoglossa,II,COL;CRI;ECU;GTM;MEX;PAN;PER
Restrepia,tsubotae,II,COL
Restrepia,vasquezii,II,BOL
Restrepia,wageneri,II,VEN
Restrepiopsis,pandurata,II,ECU
Rhetinantha,acuminata,II,
Rhetinantha,divaricata,II,
Rhetinantha,friedrichsthalii,II,
Rhetinantha,witsenioides,II,
Rhinerrhiza,moorei,II,AUS
Rhipidoglossum,curvatum,II,
Rhipidoglossum,rutilum,II,
Rhizanthella,gardneri,II,AUS
Rhizanthella,slateri,II,
Rhyncholaelia,digbyana,II,BLZ;CRI;GTM;HND;MEX
Rhyncholaelia,glauca,II,BLZ;CRI;GTM;HND;MEX;PAN
Rhynchostele,aptera,II,
Rhynchostele,bictoniensis,II,
Rhynchostele,candidula,II,
Rhynchostele,cervantesii,II,
Rhynchostele,cordata,II,CRI;GTM;HND;MEX
Rhynchostele,ehrenbergii,II,
Rhynchostele,galeottiana,II,
Rhynchostele,hortensiae,II,CRI
Rhynchostele,humeanum,II,
Rhynchostele,maculata,II,GTM;MEX
Rhynchostele,madrensis,II,
Rhynchostele,majalis,II,GTM;MEX
Rhynchostele,pygmaea,II,GTM;MEX
Rhynchostele,rossii,II,GTM;HND;MEX
Rhynchostele,stellata,II,COL;CRI;SLV;GTM;MEX;VEN
Rhynchostele,uroskinneri,II,GTM;MEX
Rhynchostylis,coelestis,II,KHM;LAO;THA;VNM
Rhynchostylis,gigantea,II,KHM;CHN;IDN;LAO;MYS;MMR;PHL;SGP;TWN;THA;VNM
Rhynchostylis,retusa,II,BGD;BTN;KHM;CHN;IND;IDN;LAO;MYS;MMR;NPL;PHL;LKA;TWN;THA;VNM
Ridleyella,paniculata,II,PNG
Risleya,atropurpurea,II,IND
Robiquetia,brevifolia,II,LKA
Robiquetia,enigma,II,
Robiquetia,pachyphylla,II,
Robiquetia,rosea,II,LKA
Robiquetia,spathulata,II,IND;IDN;MYS;MMR;PHL;SGP;THA
Robiquetia,succisa,II,HKG;IND;MMR;THA
Robiquetia,virescens,II,LKA
Robiquetia,wassellii,II,AUS
Rodriguezia,antioquiana,II,
Rodriguezia,batemanii,II,BOL;COL;VEN
Rodriguezia,biflora,II,BRA
Rodriguezia,bockiae,II,PER
Rodriguezia,candelariae,II,
Rodriguezia,candida,II,BRA;COL;GUF;GUY;SUR;VEN
Rodriguezia,carnea,II,BOL;BRA;COL;ECU;PER
Rodriguezia,chasei,II,PER
Rodriguezia,chimorensis,II,BOL
Rodriguezia,cinnabarina,II,GUY
Rodriguezia,claudiae,II,PER
Rodriguezia,compacta,II,CRI;PAN
Rodriguezia,decora,II,ARG;BRA
Rodriguezia,delcastilloi,II,PER
Rodriguezia,dressleriana,II,MEX
Rodriguezia,ensiformis,II,
Rodriguezia,fernandezii,II,PER
Rodriguezia,flavida,II,GUY;SUR;VEN
Rodriguezia,granadensis,II,COL
Rodriguezia,lanceolata,II,BRA;COL;ECU;GUF;GLP;GUY;PAN;PER;VCT;SUR;TTO;VEN
Rodriguezia,leeana,II,COL;VEN
Rodriguezia,lehmannii,II,COL;ECU
Rodriguezia,leucantha,II,
Rodriguezia,luteola,II,GUY
Rodriguezia,macrantha,II,
Rodriguezia,negrensis,II,
Rodriguezia,obtusifolia,II,COL
Rodriguezia,pardina,II,
Rodriguezia,pubescens,II,
Rodriguezia,pulchra,II,ECU
Rodriguezia,refracta,II,COL
Rodriguezia,ricii,II,BOL
Rodriguezia,rigida,II,
Rodriguezia,satipoana,II,PER
Rodriguezia,sticta,II,
Rodriguezia,strobelii,II,ECU
Rodriguezia,vasquezii,II,BOL
Rodriguezia,venusta,II,COL;VEN
Roezliella,dilatata,II,
Roezliella,malleifera,II,
Roezliella,reversa,II,
Roezliella,wallisii,II,
Rossioglossum,grande,II,GTM;MEX
Rossioglossum,insleayi,II,MEX
Rossioglossum,powellii,II,CRI;PAN
Rossioglossum,schlieperianum,II,CRI;PAN
Rossioglossum,splendens,II,MEX
Rossioglossum,williamsianum,II,CRI;GTM;HND
Rudolfiella,aurantiaca,II,
Rudolfiella,bicornaria,II,
Rudolfiella,floribunda,II,
Rudolfiella,picta,II,ECU
Rusbyella,caespitosa,II,BOL;ECU;PER
Saccoglossum,lanceolatum,II,
Saccoglossum,maculatum,II,PNG
Saccoglossum,papuanum,II,PNG
Saccoglossum,takeuhii,II,PNG
Saccoglossum,verrucosum,II,
Saccolabiopsis,armittii,II,AUS
Saccolabiopsis,bakhuizenii,II,IDN
Saccolabiopsis,pusilla,II,BGD;IND
Saccolabiopsis,rectifolia,II,AUS
Saccolabiopsis,viridiflora,II,
Saccolabium,distichum,II,IND
Saccolabium,galubinum,II,IDN
Saccolabium,odoratissimum,II,IDN
Saccolabium,pusillum,II,IDN
Saccolabium,rantii,II,IDN
Saccolabium,rhopalorrhachis,II,IDN;MYS;THA
Saccolabium,sigmoideum,II,IDN
Sacoila,argentina,II,
Sacoila,duseniana,II,
Sacoila,foliosa,II,
Sacoila,lanceolata,II,
Sacoila,squamulosa,II,
Sarcanthopsis,curvata,II,
Sarcanthopsis,nagarensis,II,
Sarcanthopsis,pantherina,II,
Sarcanthus,appendiculatus,II,IND
Sarcanthus,eberhardtii,II,VNM
Sarcanthus,fissicors,II,MYS
Sarcanthus,fordii,II,HKG
Sarcanthus,inflexilobus,II,MYS
Sarcanthus,ionosmus,II,MYS
Sarcanthus,kunstleri,II,MYS
Sarcanthus,pensilis,II,MYS
Sarcanthus,praeltus,II,
Sarcanthus,rugulosus,II,MYS
Sarcanthus,teretifolius,II,HKG
Sarcochilus,aequalis,II,AUS
Sarcochilus,alatus,II,MYS
Sarcochilus,berkeleyi,II,MYS
Sarcochilus,biserratus,II,MYS
Sarcochilus,caligaris,II,MYS;SGP
Sarcochilus,carrii,II,MYS
Sarcochilus,ciliatus,II,MYS
Sarcochilus,dilatatus,II,AUS
Sarcochilus,ecalcaratus,II,MYS
Sarcochilus,fasciculatus,II,MYS
Sarcochilus,fitzgeraldii,II,AUS
Sarcochilus,hartmannii,II,AUS
Sarcochilus,hillii,II,NCL
Sarcochilus,hirticalcar,II,AUS
Sarcochilus,johorensis,II,MYS
Sarcochilus,koghiensis,II,NCL
Sarcochilus,minutiflorus,II,MYS
Sarcochilus,moorei,II,
Sarcochilus,rarus,II,NCL
Sarcochilus,roseus,II,
Sarcochilus,serrulatus,II,AUS
Sarcochilus,tahanensis,II,MYS
Sarcochilus,uniflorus,II,VNM
Sarcochilus,violaceus,II,MYS
Sarcochilus,virescens,II,MYS
Sarcochilus,weinthalii,II,AUS
Sarcoglottis,cerina,II,SLV;GTM;MEX
Sarcoglottis,fasciculata,II,
Sarcoglottis,umbrosa,II,
Sarcophyton,pachyphyllum,II,
Sarcostoma,javanicum,II,IDN;MYS;SGP
Satyridium,rostratum,II,ZAF
Satyrium,carneum,II,ZAF
Satyrium,foliosum,II,ZAF
Satyrium,microrrhynchum,II,ZAF
Satyrium,mirum,II,ZWE
Satyrium,muticum,II,ZAF
Satyrium,princeps,II,ZAF
Scaphosepalum,anchoriferum,II,CRI;PAN
Scaphosepalum,andreettae,II,ECU
Scaphosepalum,beluosum,II,ECU
Scaphosepalum,breve,II,ECU
Scaphosepalum,clavellatum,II,PAN
Scaphosepalum,dodsonii,II,ECU
Scaphosepalum,elasmotopus,II,PAN
Scaphosepalum,fimbriatum,II,ECU
Scaphosepalum,gibberosum,II,
Scaphosepalum,hirtzii,II,ECU
Scaphosepalum,lima,II,
Scaphosepalum,microdactylum,II,COL;CRI;GTM;HND;MEX;PAN
Scaphosepalum,ovulare,II,ECU
Scaphosepalum,panduratum,II,
Scaphosepalum,pleurothallodes,II,ECU
Scaphosepalum,portillae,II,
Scaphosepalum,pulvinare,II,
Scaphosepalum,rapax,II,ECU
Scaphosepalum,swertiaefolium,II,
Scaphosepalum,verrucosum,II,
Scaphosepalum,viviparum,II,PAN
Scaphyglottis,arctata,II,PAN
Scaphyglottis,bicornis,II,
Scaphyglottis,bilobulata,II,CRI
Scaphyglottis,brachyphylla,II,CRI
Scaphyglottis,chlorantha,II,PAN
Scaphyglottis,dunstervillei,II,
Scaphyglottis,fasciculata,II,
Scaphyglottis,gigantea,II,PAN
Scaphyglottis,graminifolia,II,BLZ;COL;CRI;ECU;GTM;HND;MEX;PER;VEN
Scaphyglottis,imbricata,II,COL;CRI;GUF;GTM;GUY;HND;MEX;NIC;PAN;PER;SUR;VEN
Scaphyglottis,laevilabia,II,PAN
Scaphyglottis,limonensis,II,CRI
Scaphyglottis,livida,II,
Scaphyglottis,oblonga,II,MEX
Scaphyglottis,panamensis,II,PAN
Scaphyglottis,prolifera,II,BLZ;CRI;ECU;GTM;HND;MEX;PAN;PER;VEN
Scaphyglottis,reflexa,II,
Scaphyglottis,robusta,II,PAN
Scaphyglottis,sessiliflora,II,CRI
Scaphyglottis,sessilis,II,SLV;MEX
Scaphyglottis,sigmoidea,II,BOL;BRA;CRI
Scaphyglottis,spathulata,II,CRI
Scaphyglottis,stellata,II,
Scaphyglottis,tenuis,II,MEX
Scelochilus,aureus,II,CRI
Scelochilus,chiribogae,II,ECU
Scelochilus,heterophylla,II,ECU
Scelochilus,hirtzii,II,ECU
Scelochilus,jamesonii,II,ECU
Scelochilus,luerae,II,ECU
Scelochilus,saccatus,II,
Scelochilus,tuerckheimii,II,CRI;SLV;GTM;HND;MEX;PAN
Schiedeella,albovaginata,II,MEX
Schiedeella,chartacea,II,MEX
Schiedeella,chloraeformis,II,MEX
Schiedeella,congestiflora,II,MEX
Schiedeella,dendroneura,II,MEX
Schiedeella,densiflora,II,MEX
Schiedeella,durangensis,II,MEX
Schiedeella,eriophora,II,GTM;MEX
Schiedeella,falcata,II,MEX
Schiedeella,michuacana,II,MEX
Schiedeella,nagelii,II,MEX
Schiedeella,nonantzin,II,MEX
Schiedeella,obteca,II,GTM
Schiedeella,pseudopyramidalis,II,MEX
Schiedeella,pubicaulis,II,MEX
Schiedeella,rubrocallosa,II,GTM;MEX
Schiedeella,sparsiflora,II,MEX
Schiedeella,stolonifera,II,GTM
Schiedeella,tenella,II,MEX
Schiedeella,trilineata,II,GTM;MEX
Schiedeella,velata,II,MEX
Schiedeella,violacea,II,MEX
Schiedeella,wercklei,II,CRI
Schistotylus,purpuratus,II,AUS
Schizochilus,crenulatus,II,ZAF
Schizochilus,flexuosus,II,ZAF
Schizochilus,gerrardii,II,ZAF
Schizochilus,lepidus,II,MOZ
Schizochilus,lilacinus,II,ZAF
Schizochilus,zeyheri,II,ZAF;SWZ
Schizodium,longipetalum,II,ZAF
Schlimmia,alpina,II,BOL;COL;ECU;GUY;VEN
Schlimmia,condorana,II,ECU
Schlimmia,garayana,II,
Schlimmia,jasminodora,II,COL;CRI
Schlimmia,jennyana,II,
Schlimmia,pandurata,II,
Schlimmia,stevensonii,II,ECU;VEN
Schlimmia,trifida,II,COL
Schoenorchis,brevirachis,II,VNM
Schoenorchis,fragans,II,CHN;IND;MMR;THA
Schoenorchis,gemmata,II,KHM;CHN;IND;LAO;MMR;NPL;TWN;THA;VNM
Schoenorchis,latifolia,II,
Schoenorchis,micrantha,II,IDN;MYS;SGP;THA
Schoenorchis,nivea,II,LKA
Schoenorchis,pachyacris,II,IDN
Schoenorchis,paniculata,II,IDN
Schoenorchis,sarcophylla,II,AUS
Schoenorchis,tortifolia,II,LKA
Schomburgkia,crispa,II,BRA;COL;GUF;GUY;SUR;VEN
Schomburgkia,elata,II,COL
Schomburgkia,gloriosa,II,COL;GUY;SUR;TTO;VEN
Schomburgkia,heidii,II,COL
Schomburgkia,lueddemannii,II,COL;CRI;PAN;VEN
Schomburgkia,lyonsii,II,CUB;JAM
Schomburgkia,marginata,II,BRA;COL;GUF;GUY;SUR;VEN
Schomburgkia,moyobambae,II,BOL;PER
Schomburgkia,rosea,II,COL;GUY;VEN
Schomburgkia,schultzei,II,COL
Schomburgkia,splendida,II,COL;ECU
Schomburgkia,superbiens,II,GTM;HND;MEX
Schomburgkia,undulata,II,BOL;COL;CRI;PAN;TTO;VEN
Schomburgkia,wallisii,II,COL
Schomburgkia,weberbaueriana,II,ECU;PER
Scuticaria,hadwenii,II,
Scuticaria,salesiana,II,ECU;PER
Sedirea,japonica,II,JPN
Seidenfadenia,mitrata,II,MMR;THA
Selenipedium,chica,II,COL;PAN
Serapias,azorica,II,
Serapias,cordigera,II,ALB;AUT;FRA;GRC;ITA;MLT;PRT;ESP;TUR
Serapias,lingua,II,ALB;FRA;GRC;ITA;MLT;PRT;ESP
Serapias,neglecta,II,
Serapias,nurrica,II,FRA;ITA
Serapias,olbia,II,FRA;ESP
Serapias,parviflora,II,ALB;FRA;GIB;GRC;ITA;MLT;PRT;ESP;TUR
Serapias,vomeracea,II,ALB;BGR;FRA;GRC;ITA;MLT;PRT;RUS;ESP;CHE;TUR
Sievekingia,butcheri,II,PAN
Sievekingia,colombiana,II,COL
Sievekingia,cristata,II,ECU
Sievekingia,dunstervilleorum,II,VEN
Sievekingia,filifera,II,COL
Sievekingia,fimbriata,II,COL;CRI;PAN;PRI
Sievekingia,herklotziana,II,
Sievekingia,herrenhusana,II,COL;ECU
Sievekingia,hirtzii,II,COL;ECU
Sievekingia,jenmanii,II,GUF;GUY;SUR;VEN
Sievekingia,marsupialis,II,COL;ECU
Sievekingia,peruviana,II,PER
Sievekingia,reichenbachiana,II,COL;ECU
Sievekingia,rhonhofae,II,ECU
Sievekingia,suavis,II,COL;CRI;PAN
Sievekingia,trollii,II,BOL
Sigmatostalix,abortiva,II,COL;CRI;PAN
Sigmatostalix,adamsii,II,COL;ECU
Sigmatostalix,adelaidae,II,COL
Sigmatostalix,amazonica,II,BOL;BRA;COL;GUF;GUY;PER;SUR;VEN
Sigmatostalix,arangoi,II,COL
Sigmatostalix,ariasii,II,PER
Sigmatostalix,aristulifera,II,COL
Sigmatostalix,auriculata,II,COL
Sigmatostalix,bicallosa,II,PER
Sigmatostalix,brachycion,II,
Sigmatostalix,brevicornis,II,ECU
Sigmatostalix,brownii,II,CRI;PAN
Sigmatostalix,buchtienii,II,BOL;PER
Sigmatostalix,caquetana,II,PER
Sigmatostalix,crescentilabia,II,COL;PER
Sigmatostalix,cuculligera,II,COL
Sigmatostalix,curvipetala,II,PER
Sigmatostalix,eliae,II,BOL;COL;ECU;PER
Sigmatostalix,gentryi,II,ECU
Sigmatostalix,graminea,II,BOL;COL;ECU;PER
Sigmatostalix,guatemalensis,II,COL;CRI;ECU;GTM;MEX;PAN
Sigmatostalix,hermansiana,II,COL
Sigmatostalix,hirtzii,II,ECU
Sigmatostalix,huebneri,II,COL;PER;VEN
Sigmatostalix,hymenantha,II,COL;CRI;PAN
Sigmatostalix,ibis,II,COL
Sigmatostalix,ligiae,II,COL
Sigmatostalix,luerorum,II,ECU
Sigmatostalix,lutzii,II,
Sigmatostalix,macrobulbon,II,CRI;PAN
Sigmatostalix,marinii,II,
Sigmatostalix,mexicana,II,MEX
Sigmatostalix,minax,II,COL
Sigmatostalix,miranda,II,COL
Sigmatostalix,morganii,II,COL;ECU
Sigmatostalix,occultans,II,ECU
Sigmatostalix,pandurata,II,COL
Sigmatostalix,papilio,II,COL
Sigmatostalix,peruviana,II,BOL
Sigmatostalix,pichinchensis,II,ECU
Sigmatostalix,picta,II,COL;CRI;ECU;GTM;MEX;PAN
Sigmatostalix,picturatissima,II,COL;CRI;ECU;PAN;PER
Sigmatostalix,portillae,II,
Sigmatostalix,posadarum,II,COL
Sigmatostalix,pseudounguiculata,II,CRI
Sigmatostalix,putumayensis,II,COL;PER
Sigmatostalix,racemifera,II,PAN
Sigmatostalix,sergii,II,COL
Sigmatostalix,tenuirostris,II,
Sigmatostalix,trimorion,II,
Sigmatostalix,unguiculata,II,CRI
Silvorchis,colorata,II,IDN
Skeptrostachys,arechavaletanii,II,
Skeptrostachys,balanophorostachya,II,
Skeptrostachys,berroana,II,
Skeptrostachys,congestiflora,II,
Skeptrostachys,disoides,II,
Skeptrostachys,gigantea,II,
Skeptrostachys,latipetala,II,
Skeptrostachys,montevidensis,II,
Skeptrostachys,paraguayensis,II,
Skeptrostachys,paranahybae,II,
Skeptrostachys,rupestris,II,
Smithorchis,calceoliformis,II,CHN
Smithsonia,viridiflora,II,
Smitinandia,micrantha,II,MYS
Sobennikoffia,fourneriana,II,
Sobennikoffia,robusta,II,MDG
Sobralia,allenii,II,PAN
Sobralia,amabilis,II,
Sobralia,atropubescens,II,CRI;ECU;PAN
Sobralia,atrorubens,II,CRI;ECU;PAN
Sobralia,bletiae,II,CRI;PAN
Sobralia,bouchei,II,PAN
Sobralia,bradeorum,II,CRI
Sobralia,callosa,II,PAN
Sobralia,chatoensis,II,
Sobralia,citrea,II,
Sobralia,corazoi,II,COL;CRI
Sobralia,fenzliana,II,COL;CRI;ECU;PAN
Sobralia,gloriana,II,
Sobralia,helleri,II,CRI
Sobralia,hirtzii,II,
Sobralia,labiata,II,CRI;PAN
Sobralia,lepida,II,CRI;ECU;SLV
Sobralia,leucoxantha,II,CRI;PAN
Sobralia,lindleyana,II,CRI;MEX;PAN
Sobralia,macra,II,CRI;SLV;MEX
Sobralia,macrophylla,II,COL;CRI;PAN
Sobralia,maduroi,II,
Sobralia,mucronata,II,BLZ;CRI;GTM;HND;MEX
Sobralia,neglecta,II,CRI
Sobralia,nutans,II,
Sobralia,pfavii,II,CRI
Sobralia,portillae,II,
Sobralia,ruparupaensis,II,
Sobralia,rupicola,II,
Sobralia,suaveolens,II,ECU;PAN
Sobralia,triandra,II,
Sobralia,undatocarinata,II,CRI;PAN
Sobralia,valida,II,ECU;PAN
Sobralia,warscewiczii,II,BLZ;CRI;PAN
Sobralia,warszewiczii,II,
Sobralia,wercklei,II,CRI;SLV;HND;PAN
Sobralia,wilsoniana,II,
Sobralia,xantholeuca,II,SLV;GTM;HND;MEX
Solenangis,aphylla,II,ZAF
Solenangis,clavata,II,
Solenangis,conica,II,
Solenangis,cornuta,II,
Solenangis,scandens,II,
Solenangis,wakefieldii,II,
Solenocentrum,costaricense,II,CRI;PAN
Sophronitella,violacea,II,BRA
Sophronitis,acuensis,II,BRA
Sophronitis,bicolor,II,BRA
Sophronitis,brevipedunculata,II,
Sophronitis,cernua,II,BRA;PRY
Sophronitis,coccinea,II,BRA
Sophronitis,mantiqueirae,II,BRA
Sophronitis,pterocarpa,II,BRA;PRY
Sophronitis,pygmaea,II,BRA
Sophronitis,wittigiana,II,BRA
Soterosanthus,shepheardii,II,
Spathoglottis,affinis,II,IDN;MYS;THA
Spathoglottis,aurea,II,IDN;MYS
Spathoglottis,confusa,II,IDN
Spathoglottis,fortunei,II,CHN;HKG
Spathoglottis,kimballiana,II,
Spathoglottis,kimballiana,II,IDN
Spathoglottis,pacifica,II,ASM
Spathoglottis,paulinae,II,AUS
Spathoglottis,plicata,II,KHM;IND;IDN;MYS;PNG;PHL;TWN;THA;VNM
Spathoglottis,pubescens,II,CHN;HKG
Spathoglottis,unguiculata,II,NCL
Specklinia,calyptrostele,II,
Specklinia,glandulosa,II,
Specklinia,grobyi,II,
Specklinia,macroblepharis,II,
Specklinia,microphylla,II,BLZ;CRI;ECU;SLV;GTM;HND;JAM;MEX;PAN
Specklinia,simmleriana,II,
Specklinia,striata,II,
Specklinia,tribuloides,II,
Sphyrastylis,cryptantha,II,PAN
Spiranthes,aestivalis,II,AUT;BEL;FRA;DEU;GRC;GGY;HUN;ITA;JEY;LIE;NLD;PRT;SVK;SVN;ESP;CHE;GBR
Spiranthes,calcarata,II,BHS;CYM;USA
Spiranthes,casei,II,
Spiranthes,cranichoides,II,DMA;DOM
Spiranthes,delitescens,II,USA
Spiranthes,diluvialis,II,USA
Spiranthes,elata,II,ATG;DMA;GRD;GLP;MTQ;MSR;KNA;USA
Spiranthes,infernalis,II,USA
Spiranthes,longilabris,II,USA;VIR
Spiranthes,magnicamporum,II,CAN;USA
Spiranthes,michuacana,II,USA
Spiranthes,obliqua,II,IDN
Spiranthes,ochroleuca,II,CAN;USA
Spiranthes,parasitica,II,USA
Spiranthes,parksii,II,USA
Spiranthes,parviflora,II,TUR
Spiranthes,polyantha,II,BHS;DOM;GTM;HND;MEX;PRI;USA
Spiranthes,porrifolia,II,USA
Spiranthes,romanzoffiana,II,IRL;GBR
Spiranthes,sinensis,II,AUS;HKG;IND;IDN;SLB;VNM
Spiranthes,spiralis,II,ALB;AUT;BEL;BGR;CZE;DNK;FRA;DEU;GIB;GRC;GGY;HUN;IMN;ITA;JEY;LIE;MLT;NPL;NLD;POL;PRT;ROU;RUS;SVK;ESP;SWE;CHE;TUR;UKR;GBR
Spiranthes,squamulosa,II,CYM;MEX;USA
Spiranthes,vomeracea,II,ALB;BGR;FRA;GRC;ITA;PRT;ESP;CHE;TUR
Spiranthes,woodsonii,II,PAN
Stanhopea,acostae,II,COL
Stanhopea,anfracta,II,BOL;ECU;PER
Stanhopea,annulata,II,COL;ECU
Stanhopea,avicula,II,COL;PAN
Stanhopea,candida,II,BOL;BRA;COL;ECU;GUY;PER;VEN
Stanhopea,carchiensis,II,COL;ECU
Stanhopea,cirrhata,II,CRI;HND;PAN
Stanhopea,connata,II,COL;ECU;PER
Stanhopea,costaricensis,II,COL;CRI;SLV;GTM;HND;PAN
Stanhopea,deltoidea,II,BOL;PER
Stanhopea,dodsoniana,II,MEX
Stanhopea,ecornuta,II,BLZ;CRI;GTM;HND;MEX;PAN
Stanhopea,embreei,II,ECU
Stanhopea,florida,II,COL;ECU;PER
Stanhopea,fowlieana,II,CRI
Stanhopea,frymirei,II,ECU
Stanhopea,fuerstenbergiana,II,COL
Stanhopea,gibbosa,II,CRI;HND;PAN
Stanhopea,grandiflora,II,BRA;COL;GUF;GUY;SUR;TTO;VEN
Stanhopea,graveolens,II,ARG;BLZ;BRA;CRI;SLV;GTM;HND;MEX;PAN
Stanhopea,greeri,II,PER
Stanhopea,haseloriana,II,PER
Stanhopea,hernandezii,II,MEX
Stanhopea,herrenhusana,II,COL
Stanhopea,horichiana,II,CRI
Stanhopea,impressa,II,COL;ECU
Stanhopea,inodora,II,BLZ;GTM;MEX
Stanhopea,insignis,II,BRA
Stanhopea,intermedia,II,MEX
Stanhopea,jenishiana,II,COL;ECU;PER;VEN
Stanhopea,lewisae,II,GTM
Stanhopea,lowii,II,
Stanhopea,maculosa,II,COL;MEX
Stanhopea,madouxiana,II,
