Clibadium alatum
Erysimum brevistylum
Neuracanthus ukambensis
Dioscorea arcuatinervis
Cipocereus crassisepalus
Acantholimon vedicum
Begonia valvata
Guzmania corniculata
Mendoncia cowanii
Callitriche fassettii
Euphorbia otjipembana
Berberis hirtellipes
Clusia cupulata
Cycas taitungensis
Thermopsis montana
Freziera jaramilloi
Memecylon floridum
Betula murrayana
Epilobium parviflorum
Buchenavia iguaratensis
Helleborus purpurascens
Lagenophora mikadoi
Attalea crassispatha
Alvesia clerodendroides
Alpinia diversifolia
Erythrina perrieri
Astrocaryum minus
Eucrosia stricklandii
Canarium pilosum
Malus tschonoskii
Ficus roraimensis
Erythrina elenae
Limbella fryei
Cheirolophus duranii
Cousinia macrocephala
Cycas papuana
Hyphaene coriacea
Cycas edentata
Actinidia chrysantha
Gustavia monocaulis
Juniperus robusta
Leontodon siculus
Quercus mulleri
Dypsis occidentalis
Bidens micrantha
Prunus besseyi
Lilium ciliatum
Piptostigma fugax
Anthonotha stipulacea
Bulbostylis guineensis
Eriocoelum pungens
Typha angustifolia
Polypodium chionolepis
Jasminum elatum
Myristica yunnanensis
Mouriri emarginata
Condaminea microcarpa
Freziera minima
Draba mingrelica
Agathis flavescens
Pavetta brachysiphon
Lonicera subsessilis
Shorea asahii
Stenocereus chacalapensis
Cyrtandra denhamii
Syzygium veillonii
Turbinicarpus saueri
Zingiber pellitum
Brunellia littlei
Aloe framesii
Tsuga chinensis
Abarema leucophylla
Cyperus michelianus
Aloe tewoldei
Oenocarpus simplex
Hopea bilitonensis
Anthurium leonianum
Pouteria oxypetala
Magnolia guangzhouensis
Allium heldreichii
Ilex trachyphylla
Weinmannia portlandiana
Mesua purseglovei
Anodendron rhinosporum
Picea engelmannii
Plagiosiphon longitubus
Dicliptera quintasii
Psychotria adamsonii
Gentianella oellgaardii
Lepidium orbiculare
Polyscias lionnetii
Ammannia pauciramosa
Dinklageella scandens
Isoetes saracochensis
Ravenia biramosa
Rinorea thomensis
Betula tianschanica
Amygdalus texana
Pseudorhipsalis himantoclada
Diodia incana
Pavetta holstii
Vasconcellea omnilingua
Brugmansia aurea
Tapura ivorensis
Saintpaulia shumensis
Quercus undata
Adiantum sinicum
Chondrus hancockii
Quercus acutifolia
Flindersia pimenteliana
Hypoestes potamophila
Reldia multiflora
Fagus hayatae
Nectandra brittonii
Passiflora discophora
Cheirolophus metlesicsii
Macrozamia secunda
Quercus hintoniorum
Psychotria alsophila
Symplocos longipes
Sorbus meyeri
Psychotria taitensis
Cercidiphyllum japonicum
Euphorbia ampanihyensis
Ilex euryoides
Satranala decussilvae
Leptostylis petiolata
Anthurium coerulescens
Jungia mitis
Minquartia guianensis
Cyperus cyprius
Chloroleucon mangense
Begonia samhaensis
Leucadendron argenteum
Pseudophoenix lediniana
Aegilops caudata
Cynanchum quitense
Opuntia aurea
Cyathea corallifera
Austrocedrus chilensis
Pouteria aristata
Platanthera deflexilabella
Petrocosmea pubescens
Puya exigua
Sanguisorba dodecandra
Plectranthus ombrophilus
Thelypteris correllii
Myosotis laingii
Isoetes transvaalensis
Paphiopedilum fairrieanum
Justicia niassensis
Tillandsia rhodosticta
Justicia camerunensis
Asarum okinawense
Quercus miquihuanensis
Staurogyne sichuanica
Xyris asterotricha
Adansonia suarezensis
Potamogeton gramineus
Persea veraguasensis
Trichomanes tenuissimum
Scutellaria insignis
Cocconerion minus
Cotoneaster karatavicus
Ranunculus lingua
Psephellus meskheticus
Platythelys paranaensis
Klasea lycopifolia
Nectandra angusta
Camellia micrantha
Nemum bulbostyloides
Phyllanthus watsonii
Polystachya porphyrochila
Taxodium mucronatum
Cyanea grimesiana
Hibiscadelphus crucibracteatus
Aloe richardsiae
Sarracenia leucophylla
Berberis schwerinii
Frithia pulchra
Shorea dispar
Argythamnia argentea
Dypsis bosseri
Psoralea fascicularis
Santiria kalkmaniana
Blotiella hieronymi
Allium marschalianum
Kingiodendron pinnatum
Miconia gonioclada
Saintpaulia inconspicua
Encephalartos altensteinii
Agropyron cimmericum
Alnus japonica
Triolena asplundii
Ilex uraiensis
Meconopsis superba
Melocactus salvadorensis
Roupala brachybotrys
Salix viminalis
Cyperus strigosus
Aegilops triuncialis
Sibiraea altaiensis
Chadsia longidentata
Aglaia subsesilis
Bulbophyllum rubrum
Kopsia profunda
Rhododendron rhabdotum
Prunus mirabilis
Myrcia paganii
Schefflera multinervia
Euphorbia ammak
Oligactis cusalaguensis
Miconia protuberans
Euphorbia haeleeleana
Trichoglottis tenuis
Mikania millei
Byttneria jaramilloana
Dypsis gautieri
Byrsophyllum tetrandrum
Prunus pensylvanica
Calocedrus formosana
Lysimachia peploides
Tanacetum oxystegium
Shorea rubella
Aechmea cymosopaniculata
Betula procurva
Calyptranthes brevispicata
Nectandra parviflora
Gonatopus petiolulatus
Campomanesia hirsuta
Raphionacme chimanimaniana
Magnolia chiriquiensis
Ceratozamia hildae
Brighamia rockii
Myrcia ensiformis
Manilkara valenzuelana
Echinopsis caineana
Tephrosia argyrolampra
Vernonia bamendae
Acrostichum aureum
Indigofera bancroftii
Ravenea krociana
Magnolia salicifolia
Neraudia ovata
Physalis hastatula
Cypripedium margaritaceum
Ilex arisanensis
Pavetta macrosepala
Cyanea marksii
Picea pungsanensis
Senecio navugabensis
Crambe pritzelii
Vernonia scaettae
Syzygium neesianum
Agrostis trachychlaena
Pritchardia thurstonii
Guettarda noumeana
Rubus laegaardii
Agathis atropurpurea
Flueggea anatolica
Phialanthus jamaicensis
Scalesia cordata
Pararistolochia ceropegioides
Prumnopitys montana
Bertholletia excelsa
Opuntia taylorii
Polypleurum phuwuaense
Malus prunifolia
Euryodendron excelsum
Euphorbia hofstaetteri
Encephalartos nubimontanus
Marcgraviastrum sodiroi
Abies delavayi
Eschweilera subcordata
Centaurea princeps
Shorea foxworthyi
Aloe yavellana
Calathea plurispicata
Rhaptopetalum sessilifolium
Acmopyle pancheri
Clermontia peleana
Dicoma pretoriensis
Pouteria grandiflora
Shorea isoptera
Hedyosmum purpurascens
Zanthoxylum psammophilum
Prasophyllum favonium
Justicia migeodii
Ochrosia tahitensis
Panicum shinyangense
Aeranthes carnosa
Horstrissea dolinicola
Paraboea glabrescens
Dypsis hildebrandtii
Iris lusitanica
Stenostephanus asplundii
Tephrosia viguieri
Bunium bulbocastanum
Prunus fruticosa
Alchemilla jaroschenkoi
Canarium luzonicum
Columnea rubribracteata
Alternanthera corymbiformis
Greigia sodiroana
Astronidium robustum
Magnolia braianensis
Nepenthes fallax
Warneckea memecyloides
Zanthoxylum procerum
Pultenaea brachytropis
Crossandra obanensis
Heterospathe longipes
Crotalaria oxyphylloides
Rungia eriostachya
Rollinia hispida
Miconia brevitheca
Guioa parvifoliola
Lepidium syvaschicum
Aglaia variisquama
Chamaedorea klotzschiana
Ceratozamia zoquorum
Sorbaria olgae
Eulophia faberi
Juniperus pingii
Syngonium harlingianum
Plectranthus strangulatus
Lepidium ramburei
Sarcoglottis veyretiae
Medicago soleirolii
Alstonia angustifolia
Coffea racemosa
Piper baezense
Ilex savannarum
Stenocactus obvallatus
Alnus firma
Astragalus altus
Tetramolopium consanguineum
Miconia demissifolia
Phaedranassa tunguraguae
Plectranthus triangularis
Vitex urceolata
Polystichum falcinellum
Euphorbia mananarensis
Rytigynia kigeziensis
Vismia jefensis
Pitcairnia hirtzii
Ledermanniella keayi
Critoniopsis tungurahuae
Fitchia nutans
Betula alnoides
Santolina oblongifolia
Ipomoea cairica
Aloe bertemariae
Trichilia surumuensis
Euphorbia famatamboay
Hopea longirostrata
Psychotria beddomei
Paphiopedilum parishii
Loricaria ollgaardii
Bomarea brachysepala
Eugenia benjamina
Pilea tobagensis
Dypsis faneva
Streptocarpus euanthus
Dissotis arborescens
Pentacalia ruficaulis
Lithops werneri
Heliconia sclerotricha
Hyptis florida
Anthurium gaffurii
Qualea calantha
Aeschynomene schindleri
Euphorbia noxia
Hymenophyllum capillaceum
Xanthocercis rabiensis
Kibatalia puberula
Duosperma livingstoniense
Stromanthe ramosissima
Carex congolensis
Nepenthes gantungensis
Sideroxylon confertum
Neurolepis laegaardii
Myristica leptantha
Selenicereus pteranthus
Dendropanax productus
Carex lepida
Cremastosperma peruvianum
Gnetum gracilipes
Euphorbia jamesonii
Gustavia longifuniculata
Rheedia aristata
Saurauia tambensis
Shorea balanocarpoides
Dictyosperma album
Sauvagesia brevipetala
Fraxinus hondurensis
Plocoglottis neohibernica
Clerodendrum anomalum
Puya obconica
Asparagus cochinchinensis
Bonnetia kathleenae
Campanula suanetica
Craterispermum microdon
Aster miyagii
Cadia pedicellata
Aloe gracilicaulis
Myrcia albobrunnea
Nauclea gageana
Nepenthes adnata
Piper trachyphyllum
Allantospermum rostratrum
Malus ombrophila
Magnolia scortechinii
Tabernaemontana hallei
Decazyx macrophyllus
Papaver sjunicicum
Podocarpus rostratus
Banara vanderbiltii
Browneopsis excelsa
Dendropanax lanceifolius
Podocarpus fasciculus
Magnolia fansipanensis
Piper distigmatum
Symplocos rimbachii
Tabernaemontana oppositifolia
Festuca aloha
Cinnamomum citriodorum
Solanum hypocalycosarcum
Ceratophyllum tanaiticum
Pseuderanthemum incisum
Euphorbia doloensis
Cypripedium franchetii
Magnolia championii
Casearia atlantica
Myrsine ronuiensis
Prunus argentea
Geniostoma rouffaeranum
Parodia penicillata
Phyllanthus ankaratrae
Crudia bibundina
Ardisia sonchifolia
Pygmaeocereus bylesianus
Begonia dodsonii
Hypolytrum cacuminum
Pentacalia corazonensis
Hopea megacarpa
Hordeum pubiflorum
Tanacetum oshanahanii
Axonopus scoparius
Oreopanax sanderianus
Turbinicarpus schmiedickeanus
Acer heldreichii
Drimia uniflora
Gonolobus campii
Eriocaulon maharashtrense
Shorea cuspidata
Avena hybrida
Amomum villosum
Symphytum cycladense
Afrocarpus dawei
Scirpus naikianus
Stenogyne bifida
Pavetta monticola
Nonea karsensis
Carex yulungshanensis
Prunella vulgaris
Salix tyrrhenica
Paphiopedilum adductum
Tabernaemontana muricata
Clinostigma savoryana
Ponapea hentyi
Astragalus atricapillus
Allium macrostemon
Rhododendron album
Salix libani
Allium gomphrenoides
Iryanthera obovata
Gonatopus marattioides
Salix floridana
Hopea coriacea
Ptilostemon greuteri
Cordia platythyrsa
Encephalartos longifolius
Calophyllum walkeri
Estevesia alex-bragae
Corryocactus erectus
Cacosmia harlingii
Myristica laevis
Platydesma remyi
Ilex pallida
Leptochilus cantoniensis
Magnolia palandana
Laurencia congesta
Phyllostegia helleri
Angraecum mahavavense
Renealmia dolichocalyx
Hypericum afrum
Piper stipulosum
Anisophyllea apetala
Uvariopsis submontana
Euphorbia piscatoria
Aechmea wuelfinghoffii
Delissea subcordata
Pausinystalia brachythyrsum
Neolitsea vidalii
Bidens simplicifolia
Pteridium pinetorum
Hygrophila pinnatifida
Cleistanthus ferrugineus
Polystachya lukwangulensis
Betula potamophila
Amomum sericeum
Phylloxylon xylophylloides
Cycas glauca
Cyrtandra elbertii
Solanum exiguum
Polylepis weberbaueri
Magnolia henryi
Ligustrum pricei
Tabebuia polymorpha
Pycreus demangei
Juniperus flaccida
Alnus fauriei
Aegilops bicornis
Afrocanthium shabanii
Berberis pavoniana
Nasa connectans
Saurauia serrata
Semecarpus moonii
Hopea shingkeng
Stolzia oligantha
Athrotaxis laxifolia
Costus zamoranus
Dendrosenecio elgonensis
Betula szaferi
Pentarrhinum abyssinicum
Malus toringoides
Picea chihuahuana
Vanda javierae
Elaphoglossum yatesii
Euphorbia tomentella
Mammillaria peninsularis
Pouteria coelomatica
Lasiodiscus mildbraedii
Genyorchis platybulbon
Angraecum moratii
Rondeletia hispidula
Phaseolus polystachios
Echinopsis caulescens
Werneria graminifolia
Diospyros perplexa
Lepidium turczaninowii
Cyanea quercifolia
Monopyle sodiroana
Phyllostegia waimeae
Oeceoclades seychellarum
Diospyros hemiteles
Jurinea exuberans
Ilex vomitoria
Lycianthes hypochrysea
Annona deminuta
Eryngium atlanticum
Centropogon trachyanthus
Mexipedium xerophyticum
Pinus pinaster
Emilia libeniana
Anthurium polystictum
Nectandra japurensis
Pitcairnia alata
Dipterocarpus eurynchus
Werauhia diantha
Herrania balaensis
Hopea odorata
Enicosanthum acuminatum
Carex marina
Zamia neurophyllidia
Ranunculus tempskyanus
Isoetes todaroana
Lunania cubensis
Sebdenia rubra
Betula occidentalis
Metrosideros newellii
Sorbus doerriana
Physokentia petiolata
Dypsis jumelleana
Genlisea angolensis
Impatiens adenioides
Aloe ukambensis
Horsfieldia rufo-lanata
Dendrobium changjiangense
Gagea polymorpha
Asarum lutchuense
Melhania polyneura
Schefflera hierniana
Calophyllum tetrapterum
Anthurium cabuyalense
Solanum edmonstonei
Abarema vaupesensis
Thyrsodium herrerense
Guioa patentinervis
Beilschmiedia brevipes
Burmeistera holm-nielsenii
Cryptocarya wightiana
Eugenia rufo-fulva
Eusideroxylon zwageri
Cassipourea hiotou
Cremosperma ecudoranum
Hopea celebica
Madhuca obovatifolia
Ochrosia kilaueaensis
Parathesis panamensis
Physalis angulata
Dypsis thouarsiana
Podocarpus trinitensis
Zamia restrepoi
Shorea acuminatissima
Calyptranthes sessilis
Anthurium balslevii
Sorbus portae-bohemicae
Encephalartos friderici-guilielmi
Camellia transarisanensis
Ixora johnsonii
Phalaris truncata
Tetrameranthus globuliferus
Dypsis mirabilis
Hedychium elatum
Pilea schimpfii
Coryphantha hintoniorum
Chamaedorea glaucifolia
Burkillanthus malaccensis
Dypsis tokoravina
Podocarpus costalis
Allophylus aldabricus
Badilloa atrescens
Angylocalyx talbotii
Bulbophyllum tuberculatum
Pinguicula nevadensis
Afrocanthium siebenlistii
Eugenia sulcivenia
Eugenia jutiapensis
Isoetes divyadarshanii
Saussurea costus
Echinocactus platyacanthus
Dipterocarpus cinereus
Cerasus cerasoides
Paphiopedilum hangianum
Axinaea sclerophylla
Potamogeton praelongus
Bonnetia lanceifolia
Stenocereus eichlamii
Xanthocercis madagascariensis
Zostera japonica
Aetheolaena hypoleuca
Balaka longirostris
Bupleurum handiense
Shorea faguetiana
Lachemilla angustata
Valeriana cernua
Astragalus sonamerensis
Palicourea calycina
Polypodium scutulatum
Rhytachne furtiva
Aglaia rubrivenia
Oryza longiglumis
Pyrenaria pahangensis
Stigmaphyllon eggersii
Matucana ritteri
Aspidostemon fungiformis
Nepenthes deaniana
Centropogon licayensis
Hymenophyllum wilsonii
Aloe hemmingii
Gagea micrantha
Dicellostyles axillaris
Polystachya kupensis
Horsfieldia borneensis
Knema kinabaluensis
Kosteletzkya pentacarpos
Anthurium polyphlebium
Chrysophyllum azaguieanum
Khadia beswickii
Podocarpus globulus
Nepenthes truncata
Gentianella jamesonii
Aglaia archiboldiana
Calceolaria spruceana
Bombax insigne
Berberis karkaralensis
Draba aretioides
Mammillaria longimamma
Verbesina pentantha
Aglaia pyriformis
Diospyros impolita
Leplaea thompsonii
Euphorbia delphinensis
Eleiotis rottleri
Henriettea squamata
Oreocereus pseudofossulatus
Calliandra glyphoxylon
Calyptranthes acutissima
Odontonema brevipes
Pittosporum echinatum
Picea crassifolia
Asarum monodoriflorum
Connarus williamsii
Schoepfia arenaria
Gymnocalycium marianae
Anisotes ukambensis
Polyscias pulgarense
Pouteria brevensis
Aspidostemon trichandra
Wissadula divergens
Cephalosphaera usambarensis
Clibadium zakii
Anthurium subcoerulescens
Guaiacum sanctum
Meriania denticulata
Campanula sabatia
Cinnamomum walaiwarense
Bowenia spectabilis
Carex hebecarpa
Quercus perpallida
Sorbus badensis
Chrysophyllum subspinosum
Disocactus biformis
Lysipomia cylindrocarpa
Neoregelia azevedoi
Pyranthus ambatoana
Kallymenia multiloba
Aloe eminens
Pseudophoenix ekmanii
Astragalus bylowae
Hydrostachys longifida
Dendrophorbium dielsii
Aglaia membranifolia
Gymnadenia widderi
Bomarea uncifolia
Justicia gilbertii
Pinus resinosa
Pyrus nutans
Cyperus rotundus
Magnolia chimantensis
Sabicea becquetii
Echinocactus horizonthalonius
Amygdalus susakensis
Anthurium conspicuum
Hymenostegia bakeriana
Diospyros vaccinioides
Keteleeria fortunei
Clidemia longipedunculata
Lysimachia daphnoides
Betula litwinowii
Hopea ferrea
Plerandra pachyphylla
Allophylus roigii
Begonia heterochroma
Aloe hildebrandtii
Aloe suzannae
Sagittaria tengtsungensis
Shorea carapae
Zamia gentryi
Philodendron riparium
Anthurium bushii
Peponidium anoveanum
Campanula autraniana
Cotula filifolia
Epidendrum neudeckeri
Acmella paniculata
Libocedrus plumosa
Asteropeia rhopaloides
Cycas candida
Tephrosia seminole
Calophyllum cordato-oblongum
Jurinea alata
Hypericum hartwegii
Heliotropium dentatum
Petrocoptis montsicciana
Pittosporum fairchildii
Asplenium majoricum
Sideroxylon excavatum
Pithecellobium johansenii
Balmea stormiae
Lythrum tribracteatum
Sorbus veszpremensis
Magnolia officinalis
Ilex perlata
Megalopanax rex
Ateleia gummifera
Umbilicus schmidtii
Juncus tenageia
Dichapetalum oliganthum
Chassalia sp.
Helichrysum monogynum
Magnolia georgii
Guarea convergens
Trichomanes melanopus
Carex rotundata
Agathis robusta
Aiphanes chiribogensis
Dacrydium cupressinum
Guarea macropetala
Psidium pedicellatum
Columnea brenneri
Clethra tutensis
Parodia scopa
Iris atrofusca
Aspalathus repens
Lepidium obtusatum
Blepharis crinita
Calamagrostis expansa
Solanum densepilosulum
Alloplectus herthae
Marsdenia magniflora
Pavetta nyassica
Wahlenbergia ericoidella
Sorbus thaiszii
Neobuxbaumia sanchezmejoradae
Ilex oblonga
Dendrophorbium ingens
Rondeletia pilosa
Psychotria congesta
Achillea ptarmica
Cyperus alopecuroides
Pierrina zenkeri
Mammea immansueta
Ranunculus lateriflorus
Macrozamia platyrhachis
Sorbus bakonyensis
Durio grandiflorus
Actinodaphne ellipticibacca
Nymphoides herzogii
Paronychia illecebroides
Pinus australis
Cyanea st-johnii
Sarcolaena oblongifolia
Cestrum chimborazinum
Centropogon hartwegii
Myristica robusta
Sorbus hoppeana
Ochrosia grandiflora
Oryza brachyantha
Pouteria capacifolia
Pleurothyrium roberto-andinoi
Coccoloba matudae
Dialyceras discolor
Sadleria wagneriana
Guatteria pastazae
Dypsis sahanofensis
Horsfieldia sterilis
Pteleopsis habeensis
Euphorbia mangokyensis
Iris assadiana
Besleria seitzii
Moehringia fontqueri
Goniothalamus simonsii
Vicia johannis
Eriocaulon ratnagiricum
Pseuduvaria nervosa
Ephedra pachyclada
Hopea pierrei
Leptostylis multiflora
Merrilliopanax chinensis
Pilosocereus parvus
Coffea mauritiana
Hernandia cubensis
Matucana intertexta
Calyptranthes wilsonii
Eremospatha tessmanniana
Knema latericia
Zamia hymenophyllidia
Syzygium ellipticum
Dypsis metallica
Maytenus harrisii
Euphorbia alfredii
Podocarpus guatemalensis
Isolepis humbertii
Berberis silvicola
Aiphanes ulei
Cynanchum intricatum
Dianthus lumnitzeri
Prunus ernestii
Ilex shimeica
Kewa acida
Vatica badiifolia
Gnaphalium sepositum
Digitaria siderograpta
Fordia ophirensis
Prestoea tenuiramosa
Psilotrichum axilliflorum
Tacinga estevesii
Carpinus putoensis
Dorstenia prorepens
Sorbus caeruleomontana
Alectryon macrococcus
Convolvulus floridus
Pinus fenzeliana
Rhynchocalyx lawsonioides
Trichilia gamopetala
Betula wuyiensis
Shorea ciliata
Ranunculus fluitans
Nepenthes sanguinea
Premna hans-joachimii
Angraecum tenellum
Berberis lechleriana
Helichrysum dubardii
Aeschynomene venulosa
Bulbostylis cameroonensis
Cleistocactus viridiflorus
Cola semecarpophylla
Guettarda longiflora
Hoffmannseggia repens
Eleocharis obtusa
Pentagonia orthoneura
Pittosporum artense
Okoubaka michelsonii
Orophea thomsoni
Rytigynia acuminatissima
Guzmania puyoensis
Magnolia caveana
Kibatalia macgregori
Payena selangorica
Odontites hollianus
Lepidium violaceum
Encephalartos chimanimaniensis
Acridocarpus monodii
Dasphyllum argenteum
Curcuma alismatifolia
Melicope christophersenii
Alnus vermicularis
Eriocaulon anshiense
Paramelhania decaryana
Cupaniopsis rosea
Allium moly
Chaetocarpus pubescens
Magnolia sarawakensis
Memecylon leucanthum
