iucn_status_code,genus,species,common_names
CR,Charpentiera,densiflora,papala;dense-flowered charpentiera
VU,Cheirodendron,forbesii,
VU,Cheirodendron,forbesii,lapalapa
EX,Hibiscadelphus,bombycinus,kawaihae hibiscadelphus;kawaihae hibiscadelphus
EN,Hibiscus,brackenridgei,na`o hau hele
LR/nt,Hibiscus,waimeae,kokio keokeo;white kauai hibiscus
LR/nt,Hibiscus,waimeae,ke'oke'o;white kauai hibiscus
LR/nt,Hibiscus,waimeae,white kauai hibiscus;white kauai hibiscus
EX,Kokia,lanceolata,koki'o
EN,Eugenia,koolauensis,nioi
EN,Eugenia,koolauensis,koolau eugenia
EN,Pittosporum,napaliense,ho`awa
EN,Pittosporum,napaliense,ha`awa
VU,Bobea,sandwicensis,ahakea
CR,Zanthoxylum,tomentosum,
CR,Zanthoxylum,dipetalum,
EN,Exocarpos,gaudichaudii,gaudichaud's exocarpus;gaudichaud's exocarpus
EN,Exocarpos,gaudichaudii,hulumoa;gaudichaud's exocarpus
EN,Exocarpos,gaudichaudii,kaumahana;gaudichaud's exocarpus
VU,Santalum,haleakalae,haleakala sandalwood;haleakala sandalwood
CR,Nothocestrum,breviflorum,small-flowered nothocestrum;small-flowered nothocestrum
VU,Eurya,sandwicensis,wanini
VU,Eurya,sandwicensis,anini
CR,Hibiscadelphus,hualalaiensis,hau kuahiwi
EN,Wikstroemia,bicornuta,
LR/cd,Cullenia,rosayroana,
VU,Garcinia,quaesita,
EN,Garcinia,zeylanica,
LR/cd,Garcinia,hermonii,
VU,Garcinia,acuminata,
VU,Garcinia,terpnophylla,
EN,Garcinia,thwaitesii,
VU,Calophyllum,tomentosum,
EN,Calophyllum,trapezifolium,
CR,Calophyllum,cuneifolium,
VU,Calophyllum,walkeri,
VU,Calophyllum,thwaitesii,
VU,Calophyllum,cordato-oblongum,
CR,Mesua,stylosa,
CR,Cotylelobium,lewisianum,
CR,Cotylelobium,scabriusculum,
CR,Dipterocarpus,glandulosus,
CR,Dipterocarpus,hispidus,
CR,Dipterocarpus,insignis,
EN,Dipterocarpus,zeylanicus,
EN,Hopea,cordifolia,
EN,Hopea,discolor,
CR,Hopea,jucunda,
CR,Hopea,jucunda,
EN,Shorea,dyeri,
CR,Shorea,lissophylla,
CR,Shorea,oblongifolia,
CR,Shorea,pallescens,
CR,Shorea,stipularis,
EN,Shorea,affinis,
CR,Shorea,congestiflora,
CR,Shorea,cordifolia,
EN,Shorea,disticha,
CR,Shorea,gardneri,
CR,Shorea,megistophylla,
CR,Shorea,ovalifolia,
CR,Shorea,trapezifolia,
EN,Shorea,worthingtonii,
CR,Shorea,zeylanica,
EN,Stemonoporus,acuminatus,
CR,Stemonoporus,affinis,
EN,Stemonoporus,cordifolius,
CR,Stemonoporus,elegans,
EN,Stemonoporus,gardneri,
CR,Stemonoporus,lanceolatus,
CR,Stemonoporus,lancifolius,
CR,Stemonoporus,nitidus,
CR,Stemonoporus,petiolaris,
EN,Stemonoporus,reticulatus,
EN,Stemonoporus,revolutus,
EN,Stemonoporus,rigidus,
EN,Vateria,copallifera,
CR,Vatica,affinis,
EN,Vatica,obscura,
VU,Adenanthera,bicolor,
VU,Abarema,bigemina,
EN,Symplocos,breedlovei,
VU,Symplocos,coccinea,limoncillo;limoncillo
LR/cd,Symplocos,longipes,
VU,Guaiacum,coulteri,guayacan;guayacan
VU,Diospyros,acuminata,
VU,Diospyros,chaetocarpa,
CR,Diospyros,rheophytica,
EN,Diospyros,ebenoides,
VU,Diospyros,quaesita,
VU,Diospyros,albiflora,
VU,Diospyros,atrata,
VU,Diospyros,trichophylla,
EN,Diospyros,attenuata,
EN,Diospyros,acuta,
VU,Diospyros,walkeri,
VU,Diospyros,hirsuta,
CR,Diospyros,moonii,
EN,Diospyros,oppositifolia,
VU,Diospyros,thwaitesii,
EN,Diospyros,crumenata,
VU,Artocarpus,nobilis,
VU,Prunus,walkeri,
VU,Symplocos,cordifolia,
VU,Symplocos,bractealis,
EN,Eugenia,glabra,
VU,Eugenia,amoena,
VU,Eugenia,rotundata,
EN,Eugenia,terpnophylla,
VU,Eugenia,rufo-fulva,
VU,Eugenia,rivulorum,
VU,Eugenia,fulva,
EN,Syzygium,turbinatum,
VU,Syzygium,firmum,
VU,Syzygium,rotundifolium,
VU,Syzygium,oliganthum,
EN,Syzygium,spathulatum,
EN,Syzygium,umbrosum,
VU,Syzygium,makul,
VU,Syzygium,micranthum,
EN,Syzygium,assimile,
EN,Syzygium,acuminata,
VU,Carallia,calycina,
VU,Anisophyllea,cinnamomoides,
CR,Hopea,brevipetiolaris,
VU,Garcinia,terpnophylla,
CR,Stemonoporus,canaliculatus,
VU,Calophyllum,bracteatum,
VU,Syzygium,neesianum,
VU,Syzygium,cordifolium,
EN,Eugenia,mabaeoides,
EN,Symplocos,diversifolia,
VU,Symplocos,cuneata,
VU,Symplocos,coronata,
VU,Euphorbia,noxia,doqoneeye
VU,Euphorbia,noxia,de erh
VU,Euphorbia,noxia,habartaca
VU,Euphorbia,noxia,falanfalho
CR,Euphorbia,tanaensis,
VU,Euphorbia,lividiflora,nakapaka
VU,Euphorbia,cussonioides,githuri
VU,Euphorbia,cussonioides,mulembwa
VU,Euphorbia,cussonioides,mramba
EN,Aloe,ballyi,rat aloe;rat aloe
VU,Acacia,koaia,koa'oha
VU,Acacia,koaia,koai'e
VU,Acacia,koaia,koai'a
VU,Stenostomum,portoricense,quina
EN,Bobea,timonioides,ahakea
EN,Brunfelsia,portoricensis,puerto rico raintree;puerto rico raintree
CR,Buxus,vahlii,vahl's boxwood;vahl's boxwood
DD,Byrsonima,horneana,maricao cimarron
DD,Byrsonima,ophiticola,maricao cimarron
CR,Callicarpa,ampla,capa rosa
CR,Callicarpa,ampla,palo de rosa
VU,Calyptranthes,luquillensis,luquillo forest lidflower;luquillo forest lidflower
EN,Clermontia,drepanomorpha,oha;kohala clermontia
EN,Clermontia,drepanomorpha,oha wai;kohala clermontia
EN,Clermontia,drepanomorpha,kohala clermontia;kohala clermontia
EN,Clermontia,lindseyana,haha
EN,Clermontia,lindseyana,oha wai
EN,Clermontia,lindseyana,oha
CR,Clermontia,pyrularia,haha;pear clermontia
CR,Clermontia,pyrularia,oha wai;pear clermontia
CR,Clermontia,pyrularia,pear clermontia;pear clermontia
CR,Clermontia,pyrularia,oha;pear clermontia
CR,Colubrina,oppositifolia,kauwila
CR,Colubrina,oppositifolia,kauila
CR,Varronia,wagnerorum,luquillo mountain manjack;wagners' cordia
CR,Varronia,wagnerorum,wagners' cordia;wagners' cordia
CR,Cornutia,obovata,;capá jigüerilla
CR,Cornutia,obovata,palo de nigua;capá jigüerilla
CR,Cornutia,obovata,nigua;capá jigüerilla
EN,Cupressus,goveniana,dwarf cypress;gowen cypress
EN,Cupressus,goveniana,gowen cypress;gowen cypress
EN,Cupressus,goveniana,north coast cypress;gowen cypress
EN,Cupressus,goveniana,santa cruz cypress;gowen cypress
EN,Cupressus,goveniana,mendocino cypress;gowen cypress
EN,Cupressus,goveniana,pygmy cypress;gowen cypress
EX,Cyanea,giffardii,giffard's cyanea;giffard's cyanea
CR,Cyanea,marksii,mark's cyanea;mark's cyanea
EX,Cyanea,pycnocarpa,
EN,Cyrtandra,giffardii,giffard's cyrtandra;giffard's cyrtandra
VU,Dubautia,reticulata,net-veined dubautia;net-veined dubautia
EN,Eugenia,haematocarpa,uvillo;uvillo
EN,Euphorbia,haeleeleana,
EN,Fitzroya,cupressoides,patagonian cypress;patagonian cypress
EN,Fitzroya,cupressoides,lahuen;patagonian cypress
EN,Fitzroya,cupressoides,alerce;patagonian cypress
CR,Gardenia,brighamii,hawaiian gardenia;hawaiian gardenia
CR,Gardenia,brighamii,nanu;hawaiian gardenia
CR,Gardenia,brighamii,na'u;hawaiian gardenia
CR,Gardenia,brighamii,forest gardenia;hawaiian gardenia
EN,Goetzea,elegans,manzanilla;beautiful goetzea
EN,Goetzea,elegans,matabuey;beautiful goetzea
EN,Goetzea,elegans,beautiful goetzea;beautiful goetzea
EN,Goetzea,elegans,mata buey;beautiful goetzea
CR,Hesperomannia,lydgatei,kauai hesperomannia;kauai hesperomannia
CR,Hibiscadelphus,distans,hau kuahiwi
CR,Hibiscus,clayi,clay's hibiscus;clay's hibiscus
EW,Kokia,cookei,koki`o;molokai koki`o
EW,Kokia,cookei,molokai koki`o;molokai koki`o
EW,Kokia,cookei,cooke's kokio;molokai koki`o
EW,Kokia,cookei,hau hele`ula;molokai koki`o
CR,Kokia,drynarioides,hawaiian tree cotton;hawaiian tree cotton
CR,Kokia,drynarioides,hau-hele`ula;hawaiian tree cotton
CR,Kokia,drynarioides,koki`o;hawaiian tree cotton
CR,Kokia,kauaiensis,kauai koki'o;kauai koki'o
CR,Kokia,kauaiensis,hau hele'ula;kauai koki'o
EN,Labordia,lydgatei,
EN,Labordia,tinifolia,
EN,Labordia,lanaiensis,
LR/nt,Leitneria,floridana,corkwood;corkwood
VU,Marlierea,sintenisii,murta
EN,Maytenus,cymosa,caribbean mayten;caribbean mayten
VU,Maytenus,ponceana,cuero de sapo
LR/nt,Morinda,trimera,noni kuahiwi
LR/nt,Myrsine,fernseei,kolea
CR,Myrsine,mezii,
EN,Myrsine,petiolata,
CR,Neraudia,ovata,big island ma'oloa;big island ma'oloa
CR,Neraudia,ovata,ma'oloa;big island ma'oloa
CR,Neraudia,ovata,ma'aloa;big island ma'oloa
CR,Neraudia,ovata,oloa;big island ma'oloa
EN,Nothocestrum,latifolium,aiea
CR,Nothocestrum,peltatum,halena
CR,Nothocestrum,peltatum,aiea
EN,Platydesma,remyi,remy pilokea
CR,Pleodendron,macranthum,chupacallos;chupacallos
CR,Psidium,sintenisii,hoja menuda;hoja menuda
EN,Psychotria,grandiflora,large-flowered balsamo;large-flowered balsamo
EN,Pteralyxia,kauaiensis,kauai pteralyxia;kauai pteralyxia
EN,Pteralyxia,kauaiensis,kaulu;kauai pteralyxia
VU,Quercus,arkansana,arkansas oak;arkansas oak
CR,Quercus,graciliformis,slender oak;graceful oak
CR,Quercus,graciliformis,graceful oak;graceful oak
CR,Quercus,graciliformis,chisos oak;graceful oak
CR,Quercus,hinckleyi,hinckley's oak;hinckley's oak
EN,Quercus,oglethorpensis,oglethorpe oak;oglethorpe oak
EN,Quercus,parvula,santa cruz island oak;santa cruz island oak
DD,Quercus,tardifolia,lateleaf oak;chisos mountains oak
DD,Quercus,tardifolia,chisos mountains oak;chisos mountains oak
EN,Quercus,tomentella,island oak;island oak
VU,Salix,floridana,florida willow;florida willow
EN,Schoepfia,arenaria,arana
CR,Solanum,drymophilum,erubia
CR,Solanum,drymophilum,enrubio
EN,Stahlia,monosperma,;cóbana polisandro
EN,Stahlia,monosperma,;cóbana polisandro
EN,Stahlia,monosperma,coabanilla;cóbana polisandro
CR,Styrax,portoricensis,palo de jazmin;palo de jazmin
CR,Taxus,floridana,florida yew;florida yew
CR,Ternstroemia,luquillensis,palo colorado;palo colorado
CR,Ternstroemia,subsessilis,
CR,Torreya,taxifolia,gopherwood;florida nutmeg tree
CR,Torreya,taxifolia,florida torreya;florida nutmeg tree
CR,Torreya,taxifolia,florida nutmeg tree;florida nutmeg tree
CR,Torreya,taxifolia,stinking cedar;florida nutmeg tree
CR,Trichilia,triacantha,bariaco
CR,Urera,kaalae,opuhe
EX,Wikstroemia,skottsbergiana,;skottsberg's wikstroemia
EX,Wikstroemia,skottsbergiana,skottsberg's wikstroemia;skottsberg's wikstroemia
EX,Wikstroemia,skottsbergiana,skottsberg's false ohelo;skottsberg's wikstroemia
CR,Wikstroemia,villosa,hairy wikstroemia;hairy wikstroemia
CR,Xylosma,crenatum,
VU,Gaussia,gomez-pompae,
EN,Pinus,maximartinezii,big-cone pinyon;martinez pinyon
EN,Pinus,maximartinezii,martinez pinyon;martinez pinyon
EN,Pinus,maximartinezii,pino azul;martinez pinyon
EN,Pinus,maximartinezii,;martinez pinyon
EN,Pinus,maximartinezii,;martinez pinyon
VU,Agathis,lanceolata,kaori;koghis kauri
VU,Agathis,lanceolata,koghis kauri;koghis kauri
CR,Agathis,montana,dayu biik;mount panié kauri
CR,Agathis,montana,;mount panié kauri
CR,Agathis,montana,;mount panié kauri
EN,Agathis,ovata,scrub kauri;scrub kauri
EN,Agathis,ovata,kaori nain;scrub kauri
EN,Agathis,ovata,kaori de montagne;scrub kauri
VU,Araucaria,bernieri,
VU,Araucaria,biramulata,
EN,Araucaria,humboldtensis,
NT,Araucaria,laubenfelsii,;ouaoué
EN,Araucaria,luxurians,;sapin de noël
CR,Araucaria,nemorosa,
EN,Araucaria,rulei,
VU,Araucaria,schmidii,
EN,Araucaria,scopulorum,
NT,Araucaria,subulata,
NT,Callitris,neocaledonica,
EN,Callitris,sulcata,sapin de comboui;sapin de comboui
NT,Libocedrus,austrocaledonica,
CR,Libocedrus,chevalieri,
EN,Libocedrus,yateensis,
EN,Neocallitropsis,pancheri,
LC,Dacrydium,araucarioides,
CR,Dacrydium,guillauminii,
NT,Dacrydium,lycopodioides,
CR,Podocarpus,decumbens,
VU,Parasitaxus,usta,;cèdre rabougri
LC,Dacrycarpus,vieillardii,
EN,Podocarpus,polyspermus,
NT,Acmopyle,pancheri,
NT,Austrotaxus,spicata,new caledonia yew;new caledonia yew
EN,Beauprea,congesta,
VU,Kermadecia,pronyensis,
VU,Macadamia,neurophylla,
CR,Stenocarpus,villosus,
EX,Stenocarpus,dumbeensis,
EN,Stenocarpus,heterophyllus,
VU,Beauprea,crassifolia,
DD,Aloe,comosa,clanwilliam aloe;clanwilliam aloe
DD,Aloe,comosa,clanwilliamaalwyn;clanwilliam aloe
DD,Aloe,khamiesensis,namakwa-aalwyn;namaqua aloe
DD,Aloe,khamiesensis,namaqua aloe;namaqua aloe
CR,Aloe,pillansii,basterkokerboom;bastard quiver tree
CR,Aloe,pillansii,bastard quiver tree;bastard quiver tree
VU,Elaeocarpus,moratii,
VU,Elaeocarpus,colnettianus,
VU,Sloanea,lepida,
VU,Sloanea,suaveolens,
VU,Schefflera,costata,
EN,Schefflera,euthytricha,sole tangane
LR/lc,Schefflera,seemanniana,sole
LR/lc,Schefflera,vitiensis,sole lewa
LR/lc,Schefflera,vitiensis,kaikai
LR/lc,Schefflera,vitiensis,ndaindainga
LR/lc,Schefflera,vitiensis,kai ivoli
LR/lc,Schefflera,vitiensis,ndaindai
LR/lc,Schefflera,vitiensis,sole
LR/lc,Schefflera,vitiensis,sole ngga
LR/lc,Schefflera,vitiensis,sangole
EN,Geissois,imthurnii,vunga
EN,Geissois,imthurnii,vure
VU,Geissois,superba,vure
EN,Geissois,stipularis,vure
LR/lc,Geissois,ternata,
LR/nt,Pullea,perryana,mbulewa
EN,Spiraeanthemum,graeffei,kutakuta
EN,Spiraeanthemum,graeffei,katakata
EN,Spiraeanthemum,graeffei,kutukutu
LR/lc,Spiraeanthemum,katakata,katakata
LR/lc,Spiraeanthemum,katakata,nambosawa
LR/lc,Spiraeanthemum,katakata,kau tambua
LR/lc,Spiraeanthemum,katakata,wakathere
LR/lc,Spiraeanthemum,katakata,tandalo
LR/lc,Spiraeanthemum,katakata,rure
LR/lc,Spiraeanthemum,katakata,vurewai
LR/lc,Spiraeanthemum,katakata,kutakuta
LR/lc,Spiraeanthemum,katakata,singasinga
EN,Spiraeanthemum,serratum,
CR,Weinmannia,exigua,
LR/lc,Weinmannia,richii,
EX,Weinmannia,spiraeoides,
VU,Weinmannia,vitiensis,
CR,Metrosideros,ochrantha,
CR,Gardenia,anapetes,tirikiloki
CR,Gardenia,candida,
LR/nt,Gardenia,gordonii,vonu
LR/nt,Gardenia,gordonii,ndrenga
LR/nt,Gardenia,gordonii,mbulumbulu
LR/nt,Gardenia,gordonii,senitheva
EN,Gardenia,grievei,ndelandrenga
VU,Gardenia,hillii,
LR/lc,Gardenia,hutchinsoniana,langgainggai
LR/lc,Gardenia,hutchinsoniana,ndrenga
LR/lc,Gardenia,hutchinsoniana,tokala
LR/nt,Gardenia,storckii,mbolovatu
CR,Gardenia,vitiensis,ndrenga meilango
CR,Gardenia,vitiensis,ndrenga
VU,Endiandra,lecardii,
EN,Cryptocarya,bitriplinervia,
EN,Litsea,imbricata,
DD,Astronidium,saulae,
EN,Dacrydium,nausoriense,tangitangi
EN,Dacrydium,nausoriense,yaka
CR,Acmopyle,sahniana,drautabua
CR,Acmopyle,sahniana,nggamleve
NT,Podocarpus,affinis,kuasi
VU,Pandanus,joskei,
VU,Pandanus,taveuniensis,
EN,Homalium,mathieuanum,
EN,Homalium,rubrocostatum,
EN,Homalium,betulifolium,
EN,Homalium,polystachyum,
EN,Homalium,buxifolium,
EN,Homalium,juxtapositum,
VU,Homalium,rubiginosum,
VU,Homalium,sleumerianum,
VU,Lasiochlamys,mandjeliana,
EN,Lasiochlamys,hurlimannii,
VU,Lasiochlamys,pseudocoriacea,
LR/cd,Lasiochlamys,trichostemona,
CR,Xylosma,peltatum,
CR,Xylosma,capillipes,
EN,Xylosma,inaequinervium,
CR,Xylosma,pininsulare,
VU,Xylosma,molestum,
VU,Xylosma,serpentinum,
VU,Xylosma,boulindae,
VU,Xylosma,tuberculatum,
EN,Xylosma,grossecrenatum,
VU,Xylosma,kaalaense,
EN,Casearia,kaalaensis,
LR/cd,Casearia,coriifolia,
NT,Juniperus,blancoi,;táscate
VU,Juniperus,robusta,
VU,Juniperus,deppeana,
EN,Juniperus,zacatecensis,
EN,Juniperus,deppeana,
LC,Juniperus,durangensis,
EN,Juniperus,jaliscana,cedro;cedro
CR,Astronidium,pallidiflorum,
CR,Aglaia,gracilis,
VU,Cyrtandra,tempestii,
CR,Cyrtandra,denhamii,
VU,Cyrtandra,tavinunensis,
LR/lc,Cyrtandra,anthropophagorum,maka makandora
LR/lc,Cyrtandra,anthropophagorum,kavika ni vei kau
VU,Cyrtandra,kandavuensis,
VU,Cyrtandra,spathacea,
DD,Symplocos,sousae,
VU,Guarea,pyriformis,
VU,Leptostylis,petiolata,
VU,Leptostylis,multiflora,
EN,Leptostylis,gatopensis,
VU,Pycnandra,kaalaensis,
EN,Pouteria,brevipedicellata,
EN,Pouteria,pinifolia,
EN,Pouteria,kaalaensis,
EN,Pouteria,contermina,
EN,Pouteria,danikeri,
EN,Pycnandra,blanchonii,
VU,Pycnandra,francei,
CR,Leptostylis,goroensis,
VU,Ochrosia,grandiflora,
CR,Neisosperma,thiollierei,
VU,Neisosperma,brevituba,
EN,Neisosperma,sevenetii,
VU,Cerberiopsis,obtusifolia,
EN,Cerberiopsis,neriifolia,
VU,Streblus,sclerophyllus,
VU,Nothofagus,discoidea,
CR,Oxanthera,undulata,
LR/cd,Nothofagus,baumanniae,
LR/cd,Balanops,balansae,
CR,Gmelina,lignum-vitreum,
VU,Zieria,chevalieri,
VU,Alphitonia,erubescens,
EN,Semecarpus,riparia,
CR,Canarium,whitei,
LR/cd,Bikkia,pachyphylla,
LR/cd,Pandanus,clandestinus,
LR/cd,Serianthes,petitiana,
LR/cd,Platyspermation,crassifolium,
VU,Ixora,margaretae,
LR/nt,Pachypodium,namaquanum,elephant's trunk;elephant's trunk
EN,Bocquillonia,arborea,
CR,Weinmannia,ouaiemensis,
VU,Pseudopanax,scopoliae,
VU,Cossinia,trifoliata,
EN,Pandanus,lacuum,
VU,Pseudosciadium,balansae,
LR/cd,Oxera,crassifolia,
VU,Oxera,nuda,
LR/nt,Geijera,salicifolia,
VU,Cyclophyllum,tenuipes,
EN,Bikkia,lenormandii,
EN,Bikkia,kaalaensis,
VU,Maingaya,malayana,
VU,Aloe,ramosissima,nooienskokerboom;maiden's quiver tree
VU,Aloe,ramosissima,maiden's quiver tree;maiden's quiver tree
LR/nt,Goniothalamus,wynaadensis,
EN,Orophea,thomsoni,
VU,Orophea,uniflora,
LR/nt,Phaeanthus,malabaricus,
EN,Polyalthia,rufescens,
EN,Popowia,beddomeana,
EN,Sageraea,grandiflora,
LR/nt,Sageraea,laurifolia,
EN,Garcinia,imberti,
CR,Agasthiyamalaia,pauciflora,
CR,Hopea,erosa,
CR,Hopea,jacobi,
CR,Vateria,macrocarpa,
VU,Eriolaena,lushingtonii,
VU,Pterospermum,reticulatum,
EN,Dysoxylum,beddomei,
VU,Dysoxylum,ficiforme,
EN,Anacolosa,densiflora,
EX,Ilex,gardneriana,
VU,Euonymus,angulatus,
EN,Euonymus,paniculatus,
EN,Euonymus,serratifolius,
EN,Microtropis,densiflora,
CR,Buchanania,barberi,
VU,Buchanania,lanceolata,
CR,Nothopegia,aureo-fulva,
EX,Cynometra,beddomei,
EN,Cynometra,bourdillonii,
EN,Cynometra,travancorica,
EN,Humboldtia,bourdillonii,
LR/nt,Humboldtia,decurrens,
VU,Humboldtia,laurifolia,
CR,Humboldtia,trijuga,
CR,Humboldtia,unijuga,
VU,Acacia,campbellii,
EN,Eugenia,cotinifolia,
EN,Eugenia,discifera,
CR,Eugenia,singampattiana,
CR,Meteoromyrtus,wynaadensis,
VU,Syzygium,benthamianum,
EN,Syzygium,chavaran,
EN,Syzygium,myhendrae,
VU,Syzygium,occidentale,
CR,Syzygium,palghatense,
EN,Syzygium,stocksii,
CR,Syzygium,travancoricum,
EN,Memecylon,flavescens,
CR,Memecylon,sisparense,
EN,Schefflera,bourdillonii,
CR,Ixora,johnsonii,
EN,Ixora,lawsoni,
EN,Ixora,saulierei,
VU,Lasianthus,ciliatus,
EN,Psychotria,globicephala,
VU,Saprosma,fragrans,
EX,Wendlandia,angustifolia,
EN,Ardisia,amplexicaulis,
EN,Rapanea,striata,
EN,Madhuca,bourdillonii,
EN,Symplocos,anamallayana,
EN,Symplocos,barberi,
VU,Myristica,malabarica,
EN,Actinodaphne,bourneae,
VU,Actinodaphne,campanulata,
EN,Actinodaphne,obtusa,
EN,Actinodaphne,campanulata,
CR,Actinodaphne,lanata,
EN,Actinodaphne,salicina,
VU,Cinnamomum,perrottetii,
VU,Cinnamomum,riparium,
VU,Cryptocarya,stocksii,
EN,Litsea,travancorica,
VU,Glochidion,bourdillonii,
EN,Glochidion,pauciflorum,
CR,Commiphora,wightii,guggul
VU,Rhamnella,gilgitica,
EN,Goniothalamus,simonsii,
DD,Magnolia,griffithii,
CR,Magnolia,gustavii,champi doi
DD,Magnolia,punduana,
CR,Ilex,khasiana,
EN,Ilex,venulosa,
VU,Rhododendron,subansiriense,
EN,Abies,koreana,korean fir;korean fir
EN,Abies,koreana,gu-sang-na-mu;korean fir
VU,Thuja,koraiensis,chaoxian yabai;korean arbor-vitae
VU,Thuja,koraiensis,nun-chuk-paek;korean arbor-vitae
VU,Thuja,koraiensis,nioi-nezuko;korean arbor-vitae
VU,Thuja,koraiensis,korean arbor-vitae;korean arbor-vitae
VU,Fagus,hayatae,taiwan shuiqinggang
EN,Pasania,dodonaeifolia,
VU,Sassafras,randaiense,
VU,Cinnamomum,reticulatum,
EN,Salix,kusanoi,
VU,Photinia,lasiopetala,
VU,Prunus,taiwaniana,
LR/nt,Prunus,transarisanensis,
EN,Calocedrus,formosana,taiwan incense-cedar;taiwan incense-cedar
EN,Calocedrus,formosana,taiwan cui bai;taiwan incense-cedar
EN,Calocedrus,formosana,;taiwan incense-cedar
VU,Taiwania,cryptomerioides,taiwan cedar;coffin tree
VU,Taiwania,cryptomerioides,taiwania;coffin tree
VU,Taiwania,cryptomerioides,coffin tree;coffin tree
VU,Taiwania,cryptomerioides,taiwan-sah;coffin tree
LR/lc,Schefflera,taiwaniana,
EN,Cephalotaxus,harringtonii,wilson plum yew;taiwan plum yew
EN,Cephalotaxus,wilsoniana,wilson plum yew;taiwan plum yew
EN,Cephalotaxus,harringtonii,taiwan plum yew;taiwan plum yew
EN,Cephalotaxus,wilsoniana,taiwan plum yew;taiwan plum yew
EN,Cunninghamia,konishii,taiwan shan mu
EN,Cunninghamia,konishii,sa moc que phong
CR,Euonymus,pallidifolia,
VU,Euonymus,huangii,
EN,Magnolia,kachirachirai,
EN,Keteleeria,formosana,
EN,Keteleeria,davidiana,
CR,Pasania,formosana,
EN,Gleditsia,rolfei,tiri
EN,Gleditsia,rolfei,lemon pa
VU,Amentotaxus,formosana,tai wan sui hua shan;taiwan catkin yew
VU,Amentotaxus,formosana,;taiwan catkin yew
VU,Amentotaxus,formosana,taiwan catkin yew;taiwan catkin yew
EN,Cinnamomum,brevipedunculatum,
VU,Cornus,monbeigii,
LR/lc,Euonymus,grandiflorus,
VU,Picea,brachytyla,sargent's spruce;sargent's spruce
VU,Picea,brachytyla,;sargent's spruce
VU,Picea,brachytyla,mai diao yun shan;sargent's spruce
LR/nt,Euonymus,acanthocarpa,
VU,Photinia,lasiogyna,
LR/lc,Sorbus,wallichii,
NT,Magnolia,wilsonii,xikang yulan
LR/lc,Sloanea,tomentosa,
CR,Picea,neoveitchii,hubei spruce;veitch's spruce
CR,Picea,neoveitchii,daguo qingqian;veitch's spruce
CR,Picea,neoveitchii,veitch's spruce;veitch's spruce
EN,Picea,aurantiaca,orange spruce;orange spruce
EN,Picea,aurantiaca,;orange spruce
EN,Picea,aurantiaca,baipi yun shan;orange spruce
VU,Pittosporum,pauciflorum,
LR/lc,Pentapanax,leschenaultii,
LR/nt,Eucommia,ulmoides,duzhong
LR/cd,Toxicodendron,delavayi,
LR/cd,Pentapanax,henryi,
LR/lc,Sloanea,assamica,
NT,Liriodendron,chinense,chinese tulip tree;chinese tulip tree
NT,Liriodendron,chinense,ezhangqiu;chinese tulip tree
NT,Liriodendron,chinense,chinese whitewood;chinese tulip tree
LR/lc,Prunus,henryi,
VU,Euonymus,lanceifolia,
LR/lc,Tilia,yunnanensis,
LR/lc,Tilia,paucicostata,
EN,Larix,mastersiana,masters' larch;masters' larch
EN,Larix,mastersiana,sichuan hongshan;masters' larch
EN,Larix,mastersiana,chuan hong shan;masters' larch
VU,Magnolia,sargentiana,
CR,Picea,koyamae,;koyama's spruce
CR,Picea,koyamae,koyama's spruce;koyama's spruce
EN,Pseudotsuga,japonica,toga-suwara;japanese douglas-fir
EN,Pseudotsuga,japonica,goyo-toga;japanese douglas-fir
EN,Pseudotsuga,japonica,japanese douglas-fir;japanese douglas-fir
EN,Picea,maximowiczii,
DD,Picea,senanensis,
DD,Picea,maximowiczii,
LR/lc,Quercus,dentata,
VU,Ilex,praetermissa,
VU,Caryocar,costaricense,;plomillo
VU,Caryocar,costaricense,plomillo;plomillo
VU,Caryocar,costaricense,ajillo;plomillo
VU,Caryocar,costaricense,;plomillo
VU,Caryocar,costaricense,;plomillo
VU,Caryocar,costaricense,;plomillo
VU,Caryocar,costaricense,almendrillo;plomillo
